url,size
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-of-Arkansas--Inc-_Insurer_Choice-Plus-POS_8_in-network-rates.json.gz,656852642.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-Insurance-Company_Insurer_NEXUSACO-OA-POS_453_in-network-rates.json.gz,661933838.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-Insurance-Company_Insurer_GIL-69_SH_in-network-rates.json.gz,667827488.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-Insurance-Company_Insurer_EP1-63_A2_in-network-rates.json.gz,670664833.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-Benefits-Plan-of-California_Insurer_PS1-63_A3_in-network-rates.json.gz,671404709.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-Insurance-Company-of-New-York_Insurer_PS1-63_A3_in-network-rates.json.gz,671404713.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-Insurance-Company_Insurer_POS-95_LI_in-network-rates.json.gz,676688659.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-of-Florida--Inc-_Insurer_HML-15_S9_in-network-rates.json.gz,678080310.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-of-Oklahoma--Inc-_Insurer_HML-15_S9_in-network-rates.json.gz,678080312.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-of-Wisconsin--Inc-_Insurer_HML-15_S9_in-network-rates.json.gz,678080313.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-of-Pennsylvania--Inc-_Insurer_HML-15_S9_in-network-rates.json.gz,678080318.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-of-South-Carolina--Inc-_Insurer_HML-15_S9_in-network-rates.json.gz,678080321.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-of-the-Mid-Atlantic--Inc-_Insurer_HML-15_S9_in-network-rates.json.gz,678080325.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-Insurance-Company_Insurer_GIL-15_S8_in-network-rates.json.gz,679106440.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-Benefits-Plan-of-California_Insurer_GIL-15_S8_in-network-rates.json.gz,679106458.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-Insurance-Company_Insurer_GIS-15_S7_in-network-rates.json.gz,679211122.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-Benefits-Plan-of-California_Insurer_GIS-15_S7_in-network-rates.json.gz,679211140.0
