"Bristol Regional Medical Center [TXT file, 225.5 MB]","https://balladhealth.box.com/s/mkjz4niqxytjte3m1s2vg13emvh7apoa"
"Dickenson Community Hospital [TXT file, 18.3 MB]","https://balladhealth.box.com/s/dp8spj3tqp7wefpd0o2ttnrmxhxunbn8"
"Franklin Woods Community Hospital [TXT file, 60.1 MB]","https://balladhealth.box.com/s/5qbtbghh0emt2f05ravz8nkccmxebfdk"
"Greeneville Community Hospital [TXT file, 148.7 MB]","https://balladhealth.box.com/s/kp4ln91k1r2tmvjnzyg3iixt77ab712n"
"Hancock County Hospital [TXT file, 28.5 MB]","https://balladhealth.box.com/s/bf3gdznn6mzg9qevljkhec9n2mwfkyb6"
"Hawkins County Memorial Hospital [TXT file, 85.3 MB]","https://balladhealth.box.com/s/rcfyulgvlnuqoz82pdl9lj6iv6l0x9uj"
"Holston Valley Medical Center [TXT file, 229.7 MB]","https://balladhealth.box.com/s/381wnb5gjsl0dm3etuds7nk33myoeh8o"
"Indian Path Community Hospital [TXT file, 63.3 MB]","https://balladhealth.box.com/s/pf6kbqi9iufwso2nfis92m931u5jopuy"
"Johnson City Medical Center, Niswonger Children's Hospital and Woodridge Hospital [TXT file, 166.4 MB]","https://balladhealth.box.com/s/kcbveota5k5fxc2rljzzdcf25ymrorpj"
"Johnson County Community Hospital [TXT file, 20.6 MB]","https://balladhealth.box.com/s/6mebm4feuj7qnooo05t2peshcjx0mitx"
"Johnston Memorial Hospital [TXT file, 86.9 MB]","https://balladhealth.box.com/s/d1hbsb43fquxanr70rzfstsve2xjqg0v"
"Lonesome Pine Hospital and Norton Community Hospital [TXT file, 85.3 MB]","https://balladhealth.box.com/s/bzke4frfqwwmhzy52mgao9md5k5p1b4x"
"Russell County Hospital [TXT file, 37.6 MB]","https://balladhealth.box.com/s/py5j7xvrs4wprreoi69557pbdwu5mvys"
"Smyth County Community Hospital [TXT file, 41.4 MB]","https://balladhealth.box.com/s/yqx46shrb7ut34yp9gc3ukks18wzyu1s"
"Sycamore Shoals Hospital [TXT file, 53.5 MB]","https://balladhealth.box.com/s/i7x75eodgg3ibxmgpz8oo2d04t9fapmm"
"Unicoi County Hospital [TXT file, 32.9 MB]","https://balladhealth.box.com/s/qcl55my52ssal5ff7ffldik67yttz60g"
