name,city,state,address,website
GOODHUE HIGH SCHOOL CREDIT RECOVERY,GOODHUE,MN,"https://education.uslocalsearch.info/en/goodhue-high-school-credit-recovery-1-651-388-4441.html"
CENTRO RESIDENCIAL DE OPORTUNIDADES EDUCATIVAS DE VILLALBA,VILLALBA,PR,"https://www.k12jobspot.com/School/100829"
WILLIAM RIVERA BETANCOURT (BO SAN ISIDRO VOCACIONAL),CANOVANAS,PR,"https://www.k12jobspot.com/School/100832"
UPI ELEMENTARY SCHOOL,YIGO,GU,"https://upielementaryschool.weebly.com/"
WETTENGEL ELEMENTARY SCHOOL,DEDEDO,GU,"http://wettengelelementaryschool.weebly.com/"
AGUEDA JOHNSTON MIDDLE SCHOOL,ORDOT,GU,"https://aijms.net/"
F.B. LEON GUERRERO MIDDLE SCHOOL,YIGO,GU,"https://fbhawks.weebly.com/"
FORT TOTTEN SPEC ED UNIT,FORT TOTTEN,ND,"https://www.spellingcity.com/fort-totten-special-education-unit-fort-totten-nd.html"
EAST EL,PROGRESO,TX,"https://www.ktsm.com/crime/man-suffers-life-threatening-injuries-in-early-morning-shooting-in-east-el-paso/"
MASON COUNTY SCHOOL FOR SUCCESS,POINT PLEASANT,WV,"https://boe.maso.k12.wv.us/"
FILER HIGH SCHOOL,FILER,ID,"http://www.filer.k12.id.us/"
ELEANOR LEMAIRE JUNIOR HIGH SCHOOL,BATTLE MOUNTAIN,NV,"http://bmms.lander.k12.nv.us/"
P E P,PEP,TX,"https://www.tshaonline.org/handbook/online/articles/hnp18"
LATIN GRAMMAR SCHOOL,EAST POINT,GA,"https://foursquare.com/v/latin-grammar-school--latin-college-prep/4dc9cf2a7d8bc0c0b86fbacd"
ADACAO ELEMENTARY SCHOOL,MANGILAO,GU,"https://aeshilitais.weebly.com/"
AGANA HEIGHTS ELEMENTARY SCHOOL,AGANA HEIGHTS,GU,"http://aganaheightselementaryschool.weebly.com/"
B.P. CARBULLIDO ELEMENTARY SCHOOL,BARRIGADA,GU,"https://www.spellingcity.com/b.p.-carbullido-elementary-school-barrigada-gu.html"
C.L. TAITANO ELEMENTARY SCHOOL,SINAJANA,GU,"https://www.k12jobspot.com/School/100216"
D.L. PEREZ ELEMENTARY SCHOOL,YIGO,GU,"https://dataexplorer.agile-ed.com/Lookup/GU/1178831-Dl-Perez-Elementary-School"
JUAN M. GUERRERO ELEMENTARY SCHOOL,HARMON,GU,"https://juanmguerrero.wixsite.com/school-website"
LIGUAN ELEMENTARY SCHOOL,DEDEDO,GU,"https://lesguam671.wixsite.com/siheks"
L.B. JOHNSON ELEMENTARY SCHOOL,TAMUNING,GU,"https://lbjelementary.tripod.com/"
MERIZO MARTYRS ELEMENTARY SCHOOL,MERIZO,GU,"http://mmmsguam.weebly.com/"
MACHANANAO ELEMENTARY SCHOOL,YIGO,GU,"http://machananaoelementaryschool.weebly.com/"
PEDRO C. LUJAN ELEMENTARY SCHOOL,BARRIGADA,GU,"http://www.pclujanelementary.com/"
TALOFOFO ELEMENTARY SCHOOL,TALOFOFO,GU,"https://talofofoelem.wixsite.com/talofofo-elem-school"
TAMUNING ELEMENTARY SCHOOL,TAMUNING,GU,"http://lbjtames.weebly.com/"
LUIS P. UNTALAN MIDDLE SCHOOL,BARRIGADA,GU,"https://ums.gdoe.net/"
YELLOWSTONE ACADEMY 7-8,BILLINGS,MT,"https://www.ybgr.org/programs/yellowstone-academy/"
WEST POINT LEARNING CENTER,WEST POINT,MS,"https://www.westpoint.k12.ms.us/"
VICTORY MIDDLE SCHOOL,MERIDIAN,ID,"https://www.westada.org/Domain/6244"
MONTICELLO MIDDLE SCHOOL - SNW,MONTICELLO,MN,"https://www.monticello.k12.mn.us/Domain/9"
LITCHFIELD EARLY CHILDHOOD SPECIAL,LITCHFIELD,MN,"https://www.litchfield.k12.mn.us/page/2897"
DR. AGUSTIN STAHL,AGUADILLA,PR,"http://naturalhistory.si.edu/research/botany/research/flora-puerto-rico-and-virgin-islands/augustin-stahl"
SOUTHEAST IDAHO PROFESSIONAL TECHNICAL SCHOOL,MALAD CITY,ID,"https://idahoschools.org/schools/1349/profile"
SUNRISE PRIMARY (CHAMBERLAIN),NEW BRITAIN,CT,"https://www.redfin.com/school/231750/CT/New-Britain/Sunrise-Primary-chamberlain"
HECTOR I. RIVERA,ADJUNTAS,PR,"https://www.doximity.com/pub/hector-rivera-rivera-md"
JUANILLO FUENTES,GUAYNABO,PR,"https://www.spellingcity.com/juanillo-fuentes-guaynabo-pr.html"
MIDDLETON ACADEMY,MIDDLETON,ID,"https://www.msd134.org/Academy"
RIVER VIEW COMMUNITY SCHOOL,SOUTH GARDINER,ME,"https://www.msad11.org/o/rvcs"
WEST 40-SR. PLUS,HILLSIDE,IL,"https://www.west40.org/"
CUMBERLAND VALLEY HEALTH TECH CENTER,PINEVILLE,KY,"https://www.homesnap.com/schools/KY/Pineville/Cumberland_Valley_Health_Tech_Center"
JUANA COLON,COMERIO,PR,"https://reachingvictims.org/grant/educando-para-la-paz/"
283-ST. LOUIS PARK ALC,SAINT LOUIS PARK,MN,"https://www.slpschools.org/"
WHEATLAND HIGH SCHOOL,GRAINFIELD,KS,"https://www.usd292.org/"
LUIS MUNOZ RIVERA,SAN LORENZO,PR,"https://ishimarumomo.weebly.com/biografia.html"
OAK PARK,DES MOINES,IA,"http://www.city-data.com/neighborhood/Oak-Park-Des-Moines-IA.html"
CHUBBUCK ELEMENTARY SCHOOL,CHUBBUCK,ID,"https://www.sd25.us/CHUBBUCK/home"
IDAHO CITY HIGH SCHOOL,IDAHO CITY,ID,"https://basinschools.net/"
BELLEAIRE ELEMENTARY SCHOOL,BELLEVUE,NE,"https://www.bellevuepublicschools.org/belleaire"
CENTRAL ELEMENTARY,NAMPA,ID,"https://central.nsd131.org/"
MEDARDO CARAZO,TRUJILLO ALTO,PR,"https://needmytranscript.com/PR/Trujillo-Alto/medardo-carazo/callle-cruz-final-50"
CARMEN D ORTIZ ORTIZ (SU SUMIDERO),AGUAS BUENAS,PR,"http://www.gbig.org/buildings/1086195"
LEE HIGH SCHOOL,BATON ROUGE,LA,"https://www.theadvocate.com/baton_rouge/news/education/article_3894637a-c79c-11ea-8fdc-ebc2268ea355.html"
