diff --dolt a/hospitals b/hospitals
--- a/hospitals @ dl43798jiee35pu8l9c52fvd2gt38v32
+++ b/hospitals @ m2epp66erpk5uuk9qpd3jmrelgvnpi9c
+---+--------+----------------------------------------------------------+---------------------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|   | ccn    | homepage                                                 | cdm_indirect_url                                                                                                          | cdm_url                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
+---+--------+----------------------------------------------------------+---------------------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| < | 031309 | https://sagememorial.com/                                | https://sagememorial.com/insurance-billing-information/                                                                   | http:/sagememorial.com/wp-content/uploads/2021/05/PricingTransparency.pdf                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| > | 031309 | https://sagememorial.com/                                | https://sagememorial.com/insurance-billing-information/                                                                   | https://sagememorial.com/wp-content/uploads/2021/05/PricingTransparency.pdf                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| < | 040067 | https://magnoliarmc.org/                                 | https://magnoliarmc.org/patient-and-visitors/billing-services/patient-pricing-information/                                | http:/magnoliarmc.org/wp-content/uploads/2021/03/MRMC-Standard-Charges-1.1.2021.xlsx                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| > | 040067 | https://magnoliarmc.org/                                 | https://magnoliarmc.org/patient-and-visitors/billing-services/patient-pricing-information/                                | https://magnoliarmc.org/wp-content/uploads/2021/03/MRMC-Standard-Charges-1.1.2021.xlsx                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| < | 040078 | https://nationalparkmedical.com/                         | https://nationalparkmedical.com/hospital-charges-listing                                                                  | https:/nationalparkmedical.com/sites/nationalpark/assets/uploads/62-1769635_NATIONAL_PARK_MEDICAL_CENTER_StandardCharges.zip                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| > | 040078 | https://nationalparkmedical.com/                         | https://nationalparkmedical.com/hospital-charges-listing                                                                  | https://nationalparkmedical.com/sites/nationalpark/assets/uploads/62-1769635_NATIONAL_PARK_MEDICAL_CENTER_StandardCharges.zip                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| < | 041316 | https://www.mchsys.org/                                  | https://www.mchsys.org/getpage.php?name=Price_Transparency                                                                | https://s3.amazonaws.com/ycubaa-production-marlin-1-charge-management-public/facilities/340cba5b-23f2-476f-bd9f-b97e6c9f7afa/800370789_MCHS-SMC%20REGIONAL%20MEDICAL%20CENTER_standardcharges.zip                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| > | 041316 | https://www.mchsys.org/                                  | https://www.mchsys.org/getpage.php?name=Price_Transparency                                                                | https://s3.amazonaws.com/ycubaa-production-marlin-1-charge-management-\
public/facilities/340cba5b-23f2-476f-bd9f-b97e6c9f7afa/800370789_MCHS-SMC%20REGIONAL%20MEDICAL%20CENTER_standardcharges.zip                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| < | 059810 | https://healthlocations.ucsd.edu/                        | https://health.ucsd.edu/insurance-billing/standard-charges/Pages/default.aspx                                             | http:/hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| > | 059810 | https://healthlocations.ucsd.edu/                        | https://health.ucsd.edu/insurance-billing/standard-charges/Pages/default.aspx                                             | https://hsfiles.ucsd.edu/patientBilling/UC-San-Diego-Standard-Charges-956006144.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| < | 109801 | https://www.tgh.org/                                     | https://www.tgh.org/patients-visitors/billing-insurance/hospital-services--charges                                        | https://www.tgh.org/-/media/files/593458145_tampa-general-hospital_standardcharges.xlsx                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| > | 109801 | https://www.tgh.org/                                     | https://www.tgh.org/patients-visitors/billing-insurance/hospital-services--charges                                        | https://www.tgh.org/-/media/files/593458145_tampa-general-hospital_standardcharges.xlsx?rev=8ef1df9813614d5fbf3b775c9a3961ad&hash=73DB056FFCFF5D7CB8913ABB9E637B09                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| < | 149809 | https://www.advocatehealth.com/                          | https://www.advocatehealth.com/about-us/financial-assistance-for-patients/hospital-pricing-information                    | https://www.advocatehealth.com/assets/documents/hospital-pricing-information/362169147_advocate-christ-medical-center_standardcharges.xml                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| > | 149809 | https://www.advocatehealth.com/                          | https://www.advocatehealth.com/about-us/financial-assistance-for-patients/hospital-pricing-information                    | https://www.advocatehealth.com/assets/documents/hospital-pricing-information/christ-cm-publication.xlsx                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| < | 171351 | https://www.washcohospital.net/                          | https://www.washcohospital.com/price-transparency                                                                         | https://storage.googleapis.com/production-powweb-v1-0-0/580/559580/Y2VBtRQB/24e1393b1341490186b1143bc4c1461d                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| > | 171351 | https://www.washcohospital.net/                          | https://www.washcohospital.com/price-transparency                                                                         | https://storage.googleapis.com/production-powweb-v1-0-0/580/559580/Y2VBtRQB/24e1393b1341490186b1143bc4c1461d?fileName=1221_CHARGEMASTER_20201211181939.csv                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| < | 180009 | https://www.kingsdaughtershealth.com/                    | https://www.kingsdaughtershealth.com/patient-visitors/financial-services-resources/making-our-charges-public-transparent/ | https://search.hospitalpriceindex.com/hpi2/hospital/Kingsdaughtermedicalcenterkentucky/7804or                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| > | 180009 | https://www.kingsdaughtershealth.com/                    | https://www.kingsdaughtershealth.com/patient-visitors/financial-services-resources/making-our-charges-public-transparent/ | https://urldefense.proofpoint.com/v2/url?u=https-3A__search.hospitalpriceindex.com_hpi2_hospital_Kingsdaughtermedicalcenterkentucky_7804or&d=DwMFAw&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=LxC9sDdh--249w8qKynngnlkzA9Yc0_lVy3ABGy2Rho&m=jVBpeFZfvJ_JeGa-cH51fbSIXI7-eXvhTqYBRLWYSKo&s=qGCcvyvj6JWVvfwNKQnUeZZMkN1qMVkDjKESJLC4ctg&e=                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| < | 180035 | https://www.stelizabeth.com/                             | https://www.stelizabeth.com/care/billing/patient-pricing/patient-pricing-machine-readable/                                | https://www.stelizabeth.com/docs/default-source/patient-pricing/2022-complete-price-list.xlsx                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| > | 180035 | https://www.stelizabeth.com/                             | https://www.stelizabeth.com/care/billing/patient-pricing/patient-pricing-machine-readable/                                | https://www.stelizabeth.com/docs/default-source/patient-pricing/2022-complete-price-list.xlsx?sfvrsn=d02f1d72_2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
