id,ein,file_name,last_updated,mrf_url,permalink,transparency_page,additional_notes
450054,74-1166904,74-1166904_baylor-scott-and-white-medical-center-temple_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/74-1166904_baylor-scott-and-white-medical-center-temple_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
450079,75-2586857,75-2586857_baylor-scott-and-white-medical-center-irving_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/75-2586857_baylor-scott-and-white-medical-center-irving_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
450101,74-1161944,74-1161944_baylor-scott-and-white-medical-center-hillcrest_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/74-1161944_baylor-scott-and-white-medical-center-hillcrest_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
450137,75-1008430,75-1008430_baylor-scott-and-white-all-saints-medical-center_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/75-1008430_baylor-scott-and-white-all-saints-medical-center_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
450372,75-1844139,75-1844139_baylor-scott-and-white-medical-center-waxahachie_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/75-1844139_baylor-scott-and-white-medical-center-waxahachie_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
450563,75-1777119,75-1777119_baylor-scott-and-white-medical-center-grapevine_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/75-1777119_baylor-scott-and-white-medical-center-grapevine_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
450851,75-2834135,75-2834135_baylor-scott-and-white-heart-and-vascular-hospital_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/75-2834135_baylor-scott-and-white-heart-and-vascular-hospital_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
450890,82-0551704,82-0551704_baylor-scott-and-white-medical-center-plano_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/82-0551704_baylor-scott-and-white-medical-center-plano_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
451374,74-1595711,74-1595711_baylor-scott-and-white-medical-center-taylor_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/74-1595711_baylor-scott-and-white-medical-center-taylor_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
452105,20-2850920,20-2850920_baylor-scott-and-white-continuing-care-hospital_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/20-2850920_baylor-scott-and-white-continuing-care-hospital_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
670025,41-2101361,41-2101361_baylor-scott-and-white-heart-hospital-plano_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/41-2101361_baylor-scott-and-white-heart-hospital-plano_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
670034,20-3749695,20-3749695_baylor-scott-and-white-medical-center-round-rock_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/20-3749695_baylor-scott-and-white-medical-center-round-rock_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
