property_id,physical_address,city,zip5,sale_date,sale_price,county,state,source_url
246314202001,36 MEADOW CT,CARBONDALE,81623,1999-08-30 00:00:00,184000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246314202002,74 MEADOW CT,CARBONDALE,81623,2009-09-02 00:00:00,799000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246314202003,132 MEADOW CT,CARBONDALE,81623,1996-07-15 00:00:00,152000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246314202004,149 MEADOW CT,CARBONDALE,81623,2004-05-03 00:00:00,265000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246311302007,1211 111 COUNTY RD,CARBONDALE,81623,2000-08-04 00:00:00,185000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246311302005,NOT AVAILABLE,CARBONDALE,81623,2020-06-24 00:00:00,635400,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246311302006,73 MEADOW CT,CARBONDALE,81623,2000-09-20 00:00:00,200000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246311302008,1215 111 COUNTY RD,CARBONDALE,81623,1996-04-19 00:00:00,344500,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246311300034,1213 111 COUNTY RD,CARBONDALE,81623,2001-06-08 00:00:00,646000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246311300030,1211 111 COUNTY RD,CARBONDALE,81623,1996-10-30 00:00:00,340000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246312300031,NOT AVAILABLE,CARBONDALE,81623,2017-07-12 00:00:00,3040000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246311300029,1205 111 COUNTY RD,CARBONDALE,81623,2006-11-27 00:00:00,725000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246311300033,1634 PRINCE CREEK RD,CARBONDALE,81623,2020-12-15 00:00:00,7000000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246310400079,NOT AVAILABLE,CARBONDALE,81623,2015-06-30 00:00:00,7500000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246311301005,1071 111 COUNTY RD,CARBONDALE,81623,2005-07-13 00:00:00,299000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246311301006,1073 111 COUNTY RD,CARBONDALE,81623,1999-06-02 00:00:00,190000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246311300078,1053 PRINCE CREEK RD,CARBONDALE,81623,2015-06-30 00:00:00,7500000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246311301001,937 111 COUNTY RD,CARBONDALE,81623,2021-05-11 00:00:00,1900000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246111400005,NOT AVAILABLE,CARBONDALE,81623,1987-06-05 00:00:00,45400000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246311301002,939 111 COUNTY RD,CARBONDALE,81623,1995-08-31 00:00:00,125000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246311301003,941 111 COUNTY RD,CARBONDALE,81623,2020-06-12 00:00:00,1425000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246311301004,943 111 COUNTY RD,CARBONDALE,81623,1995-10-04 00:00:00,153750,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246310400076,1051 111 COUNTY RD,CARBONDALE,81623,2015-06-30 00:00:00,7500000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246310400044,3038 133 HWY,CARBONDALE,81623,2020-08-20 00:00:00,9825000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246311412001,928 111 COUNTY RD,CARBONDALE,81623,2020-12-15 00:00:00,7000000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246111400010,NOT AVAILABLE,CARBONDALE,81623,1996-03-15 00:00:00,40000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
245717200007,NOT AVAILABLE,SILT,81652,2012-11-30 00:00:00,9500,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246310400085,118 COUNTY RD,CARBONDALE,81623,2006-11-20 00:00:00,19954500,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
245717200011,5882 331 COUNTY RD,SILT,81652,2007-11-19 00:00:00,640000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
245514200011,NOT AVAILABLE,SILT,81652,1998-07-15 00:00:00,42000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
245515100031,NOT AVAILABLE,NEW CASTLE,81647,1991-10-22 00:00:00,4800,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
245515100030,5620 342 COUNTY RD,SILT,81652,2004-07-14 00:00:00,174000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246310207013,300 CRYSTAL CANYON DR,CARBONDALE,81623,2004-09-14 00:00:00,270000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246310206001,124 PINE RIDGE CT,CARBONDALE,81623,2004-04-28 00:00:00,335000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246310202010,730 PERRY RIDGE,CARBONDALE,81623,2020-09-15 00:00:00,1700000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246310207009,264 CRYSTAL CANYON DR,CARBONDALE,81623,2011-10-05 00:00:00,155000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246310205007,265 CRYSTAL CANYON DR,CARBONDALE,81623,2019-12-19 00:00:00,150000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246311200048,626 165 COUNTY RD,CARBONDALE,81623,2019-06-14 00:00:00,600000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246310100008,165 118 COUNTY RD,CARBONDALE,81623,2006-11-01 00:00:00,4850000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246310300084,118 COUNTY RD,CARBONDALE,81623,2006-11-20 00:00:00,19954500,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246309100039,167 118 COUNTY RD,CARBONDALE,81623,1989-04-28 00:00:00,130000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246309200086,118 COUNTY RD,CARBONDALE,81623,2006-11-20 00:00:00,19954500,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303333001,101 BOWLES DR,CARBONDALE,81623,2019-01-24 00:00:00,112500,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
