property_id,book,page,sale_date,sale_price,physical_address,county,state,source_url
2946990677,514,12,1990-01-11 19:00:00,0,N MAIN ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3010105805,400,284,1983-12-31 19:00:00,134000,117 HUNTINGTON CT,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946367350,221,536,1977-12-31 19:00:00,0,164 DENA DR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2912280572,397,261,1983-12-31 19:00:00,0,668 CROSS CREED RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2908408382,1025,372,2018-05-24 20:00:00,0,MANSON DREWRY RD OFF,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2933523613,678,898,1999-07-18 20:00:00,16000,406 SHOCCO SPRINGS RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2914156140,463,145,1987-12-09 19:00:00,9000,1086 TOWER RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2923920237,457,76,1987-09-09 20:00:00,0,140 SHEPARD RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2901573313,939,37,2012-09-04 20:00:00,60000,3675 SOUTHERLAND MILL RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2912189812,413,254,1984-12-31 19:00:00,0,696 CROSS CREEK RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2923922306,860,734,2007-11-29 19:00:00,37000,130 SHEPARD RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2909926837,322,345,1978-12-31 19:00:00,0,BURCHETTE RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2922182582,373,64,1981-12-31 19:00:00,1500,599 SHEPARD RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2081986633,640,296,1997-06-19 20:00:00,0,1562 BARKER RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2081988503,640,300,1997-06-19 20:00:00,0,1654 BARKER RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2071774518,1005,202,2017-01-12 19:00:00,130000,138 WELLINGTON DR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3011623123,975,650,2015-01-20 19:00:00,80000,125 SEQUOIA DR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3011620293,1040,333,2019-05-14 20:00:00,119000,137 SEQUOIA DR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3010963938,771,328,2004-03-25 20:00:00,5000,269 CLUB DR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3021020805,929,480,2012-02-02 19:00:00,290000,108 CEDAR POINTE LN,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3917055990,632,241,1997-01-21 19:00:00,0,234 BIG REID RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3917073969,689,323,2000-04-05 20:00:00,1500,US HWY 158 E,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3020285796,1048,270,2019-11-05 19:00:00,255000,109 QUAIL CT,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2938707975,703,302,2001-04-04 20:00:00,20750,201 OLD WARRENTON RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3000642425,1065,198,2020-09-28 20:00:00,370000,224 S SUNSET DR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2071533587,580,281,1993-08-18 20:00:00,68500,124 OLD MILL RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2947145695,851,375,2007-06-27 20:00:00,8000,117 LELAND KING LN,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2956035531,992,817,2016-04-11 20:00:00,0,151 RIDGECREST DR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946863657,1004,692,2016-12-29 19:00:00,0,218 W RIDGEWAY ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946844557,877,111,2008-09-09 20:00:00,150000,139 S MAIN ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946857066,1089,288,2021-09-20 20:00:00,0,104 N MAIN ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3010991320,1064,695,2020-09-24 20:00:00,204500,441 WILDWOOD CIR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2938730566,417,153,1984-12-31 19:00:00,19000,301 NORTH ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2989200927,363,227,1981-12-31 19:00:00,0,247 ADCOCK DEAD END RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2988490829,603,274,1995-04-11 20:00:00,0,289 ADCOCK DEAD END RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2938623483,1060,825,2020-07-28 20:00:00,35000,202 WEST ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2938624302,1060,825,2020-07-28 20:00:00,35000,301 US HIGHWAY 1,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2080910452,1022,70,2018-02-27 19:00:00,7000,LEISURE LN,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2989952946,1013,151,2017-07-18 20:00:00,163000,369 S HOLIDAY DR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2934046152,820,262,2005-12-14 19:00:00,0,1822 US HIGHWAY 401 S,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2917617396,592,320,1994-06-30 20:00:00,168000,191 CRESCENT DR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2917617396,592,320,1994-06-30 20:00:00,168000,191 CRESCENT DR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2909667391,1043,142,2019-07-21 20:00:00,0,114 SPENCER LN,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2980398120,436,142,1986-08-28 20:00:00,0,475 RICHARDSON RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2010699673,674,236,1999-03-18 20:00:00,3500,1488 BURCHETTE RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2931335705,668,6,1998-11-04 19:00:00,25000,273 ED ALSTON RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2000160721,860,628,2008-04-21 20:00:00,0,REIDSVILLE LANE,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2909667122,939,405,2012-09-11 20:00:00,0,111 AKINS LN,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2971557507,299,307,1976-12-31 19:00:00,0,153 CLAUDE COLEMAN RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2951047184,706,440,2001-05-28 20:00:00,0,1460 LICKSKILLET RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2989980411,820,890,2006-04-27 20:00:00,72000,224 S HOLIDAY DR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2935197497,310,170,1977-12-31 19:00:00,0,319 PERRYTOWN RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2031317592,720,899,2002-03-07 19:00:00,0,714 ROOKER DAIRY RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
