url,size
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-of-Oklahoma--Inc-_Insurer_Oklahoma-Provider-Network_OKNETWORK_in-network-rates.json.gz,25863681.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-Freedom-Insurance-Company_Insurer_UHC-Freedom-Plan-EPO_713_in-network-rates.json.gz,26001096.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-Freedom-Insurance-Company_Insurer_UHC-Freedom-Plan-PPO_715_in-network-rates.json.gz,26073931.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_Sierra-Health---Life---Nevada_Insurer_Commercial-PPO_Commercial-PPO_in-network-rates.json.gz,28887703.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_Sierra-Health---Life---Health-Savings_Insurer_Commercial-PPO_Commercial-PPO_in-network-rates.json.gz,28887713.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_Health-Plan-of-Nevada-Inc-_Insurer_Commercial-HMO_Commercial-HMO_in-network-rates.json.gz,30437955.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_Sierra-Health---Life---Nevada_Insurer_Commercial-HMO_Commercial-HMO_in-network-rates.json.gz,30437962.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_Sierra-Health---Life---Health-Savings_Insurer_Commercial-HMO_Commercial-HMO_in-network-rates.json.gz,30437972.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-of-Georgia--Inc-_Insurer_Georgia-Provider-Network_GANETWORK_in-network-rates.json.gz,31515317.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-Plan-of-the-River-Valley--Inc-_Insurer_Heritage-HMO_666_in-network-rates.json.gz,39855185.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-Plan-of-the-River-Valley--Inc-_Insurer_HM8-77_EJ_in-network-rates.json.gz,43272086.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_UnitedHealthcare-Plan-of-the-River-Valley--Inc-_Insurer_HM6-77_EJ_in-network-rates.json.gz,43272086.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_GIL-90_L2_in-network-rates.json.gz,43300589.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_POS-41_V0_in-network-rates.json.gz,43408006.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_EPO-41_V0_in-network-rates.json.gz,43408006.0
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-01-01/2023-01-01_Neighborhood-Health-Partnership--Inc-_Insurer_HML-90_L1_in-network-rates.json.gz,43434592.0
