name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
ANGUS RESTAURANT,CORPORATION,NAN,,,,PA,7700 CITY LINE AVE,PHILA,,1603108,BLACK ANGUS OF MONTGOMERY COUNTY INC,OWNER,7700 CITY LINE AVE PHILA PA 0 -0 PHILADELPHIA,
ANGUS ENTERPRISES,CORPORATION,NAN,,,,PA 16031-900 CHESTER,924 PINEVIEW DR,WEST CHESTER,,1603109,KATHERINE FULLER,OWNER,924 PINEVIEW DR WEST CHESTER PA 16031-900 CHESTER,
COMMAND PERFORMANCE,CORPORATION,NAN,,,,,,,,1603110,LINDA SUPPA,OWNER,1650 MARKET ST EXT WARREN PA 16365-0 WARREN,
ANGUS MEAT MARKET,CORPORATION,NAN,,,,,,,,1603111,RAYMOND S QUINTILIANO,OWNER,NEWTOWN SQUARE PA 0 -0 DELAWARE,
THE ANGSTROM UNIT,CORPORATION,PA,,,,PA,2036 DELANCEY PL,PHILA,,1603112,JEAN HOXIE ETAL,OWNER,2036 DELANCEY PL PHILA PA 0 -0 PHILADELPHIA,
ANGUS ASSOCIATES,CORPORATION,NAN,,,,,,,,1603113,A E HERPEL,OWNER,200 HIGHLAND AVE #406 STATE COLLEGE PA 16801-0 CENTRE,
G & R EXTERMINATING SERVICE,CORPORATION,NAN,,,,PA 19335-0 CHESTER,3826 LINCOLN HWY,DOWNINGTOWN,,1603114,AM/PM EXTERMINATING INC,OWNER,3826 LINCOLN HWY DOWNINGTOWN PA 19335-0 CHESTER,
ANGROS T.V.,CORPORATION,NAN,,,,PA 16364-0 VENANGO,RD NO 1,VENUS,,1603115,FREDDA S ANGROS,OWNER,RD NO 1 VENUS PA 16364-0 VENANGO,
ANGSTADT ASSOCIATES REAL ESTATE,CORPORATION,NAN,,,,PA,928 PENN AVE,WYOMISSING,,1603116,RUTH L ANGSTADT,OWNER,928 PENN AVE WYOMISSING PA 0 -0 BERKS,
A ANGROVE,CORPORATION,PA,,,,,,,,1603117,LARRY J LUCHI JR,OWNER,WEST HAZLETON PA 0 -0 LUZERNE,
ANGROS CLEANERS AND COIN LAUNDRY,CORPORATION,NAN,,,,PA,519 BROAD ST,SEWICKLEY,,1603118,PETER A YANKELLO,OWNER,519 BROAD ST SEWICKLEY PA 0 -0 ALLEGHENY,
A ANGROVE,CORPORATION,PA,,,,,,,,1603119,GEORGE KASABO,OWNER,FREELAND PA 0 -0 LUZERNE,
LAWRENCE STABLES INC.,CORPORATION,PA,PO BOX 174,LEWISVILLE,,,,,,1603120,JAMES L LAWRENCE,PRESIDENT,RD4 WEST CHESTER PA 19380-0 CHESTER,PO BOX 174 LEWISVILLE PA 19351-0174
ANGORA PHARMACY,CORPORATION,NAN,,,,,,,,1603121,,,0 -0,
ANGORA TAVERN,CORPORATION,NAN,,,,PA,,PHILA,,1603122,,,PHILA PA 0 -0 PHILADELPHIA,
"MAJOR PLUMBING AND HEATING, INC.",CORPORATION,NAN,1528 MONSEY AVE,SCRANTON,,PA 18509-0 LACKAWANNA,1528 MONSEY AVE,SCRANTON,,1603123,MAJOR LISA,PRESIDENT,1528 MONSEY AVE SCRANTON PA 18509-0 LACKAWANNA,1528 MONSEY AVE SCRANTON PA 18509-35
ANGORA KNITTING COMPANY,CORPORATION,NAN,,,,,,,,1603124,,,0 -0,
"R. & C. SCHWARTZ, INC.",CORPORATION,PA,C/O ROBERT E SCHWARTZ 1701 WAYNE AVE,SCRANTON,,PA 18508-0 LACKAWANNA,1701 WAYNE AVE,SCRANTON,,1603125,ROBERT E SCHWARTZ,PRESIDENT,1701 WAYNE AVE SCRANTON PA 18508-0 LACKAWANNA,C/O ROBERT E SCHWARTZ 1701 WAYNE AVE SCRANTON PA 18508-35
"TECHNICAL PLANNING SERVICES, INC.",CORPORATION,NAN,808 N GUERNSEY RD,WEST GROVE,,,,,,1603126,ROBERT SIPOS,TREASURER,1360 DEKALB PIKE BLUE BELL PA 19422-0 MONTGOMERY,808 N GUERNSEY RD WEST GROVE PA 19390-15
