name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
CARRICK AERIE NO. 1520 OF ALLEGHENY COUNTY FRATERNAL ORDER OF EAGLES,CORPORATION,PA,,,,PA,2538 BROWNSVILLE ROAD,PITTSBURGH,15210,4933187,,,2538 BROWNSVILLE ROAD PITTSBURGH PA 15210 ALLEGHENY,
"PREA AUDITORS OF AMERICA, LLC",LLC,TX,,,,,,,,4937124,,,"%CAPITOL CORPORATE SERVICES, INC. DAUPHIN",
THE EAGLE HOSE COMPANY NUMBER ONE OF PITTSTON,NONPROFIT,NAN,,,,,,,,4942372,,,NAN,
BRASS MULE SALOON,CORPORATION,NAN,17461 SEMERAD ROAD,MEADVILLE,16335,PA,945-949 MARKET STREET,MEADVILLE,16335,4949009,STEPHEN G. WATKINS,OWNER,945-949 MARKET STREET MEADVILLE PA 16335 CRAWFORD,17461 SEMERAD ROAD MEADVILLE PA 16335
"VC (AL), LLC",LLC,AL,,,,,,,,4950511,,,"%NATIONAL REGISTERED AGENTS, INC. DAUPHIN",
"NATURAL STATE STREAMS, LLC",LLC,AR,,,,PA,127 NORTH WILLIAMSON ROAD,BLOSSBURG,16912,4951191,,,127 NORTH WILLIAMSON ROAD BLOSSBURG PA 16912 TIOGA,
"CHAPEL HILL UNITED CHURCH OF CHRIST, OF CAMP HILL",NONPROFIT,PA,,,,,,,,4953480,,,NAN,
THE FIRST BAPTIST CHURCH OF JEANNETTE,NONPROFIT,NAN,,,,,,,,4954973,,,NAN,
WESTMORELAND EQUITY FUND LLC,LLC,DE,,,,PA,1650 MARKET ST 36TH FL,PHILADELPHIA,19103,4958536,,,1650 MARKET ST 36TH FL PHILADELPHIA PA 19103 PHILADELPHIA,
CLEAR VISION EVENTS LLC,LLC,PA,,,,PA,1950 BUTLER PIKE SUITE 126,CONSHOHOCKEN,19428,4965000,,,1950 BUTLER PIKE SUITE 126 CONSHOHOCKEN PA 19428 MONTGOMERY,
WATERPROOFING ONE,CORPORATION,PA,4093 HOLLOW ROAD,PHOENIXVILLE,19460,PA,4093 HOLLOW ROAD,PHOENIXVILLE,19460,4965039,"JOSEPH SOSTER GENERAL CONTRACTOR, LLC",OWNER,4093 HOLLOW ROAD PHOENIXVILLE PA 19460 CHESTER,4093 HOLLOW ROAD PHOENIXVILLE PA 19460
MOUNTAIN SUMMIT ROD AND GUN CLUB,NONPROFIT,NAN,,,,,,,,4965667,,,NAN,
EPHRATA CHAMBER OF COMMERCE,NONPROFIT,PA,,,,PA,"16 EAST MAIN STREET, SUITE 1",EPHRATA,17522,4968016,,,"16 EAST MAIN STREET, SUITE 1 EPHRATA PA 17522 LANCASTER",
OUTDOOR CLUB OF POTTSVILLE,NONPROFIT,PA,,,,PA,877 WEST MARKET STREET,ORWIGSBURG,17951,4976086,,,877 WEST MARKET STREET ORWIGSBURG PA 17951 SCHUYLKILL,
"FIRST BAPTIST CHURCH OF WILLIAMSPORT, LYCOMING COUNTY, PENNSYLVANIA",NONPROFIT,NAN,,,,,,,,4978057,,,NAN,
"ARIADNE PROPERTIES, LLC",LLC,PA,,,,PA,7035 MCCALLUM ST,PHILADELPHIA,19119,4991073,,,7035 MCCALLUM ST PHILADELPHIA PA 19119 PHILADELPHIA,
TAJNER COMPANY LLC,LLC,PA,,,,PA,3236 CHATHAM ST,PHILADELPHIA,19134,4995611,,,3236 CHATHAM ST PHILADELPHIA PA 19134 PHILADELPHIA,
PAWS,CORPORATION,PA,,,,PA,53 W PENN ST,LENHARTSVILLE,19534,nan,,,53 W PENN ST LENHARTSVILLE PA 19534 BERKS,
MONTALIN INVESTMENTS LLC,LLC,PA,,,,PA,5256 WOODLANDS AVE,POCONO PINES,18350,4999446,,,5256 WOODLANDS AVE POCONO PINES PA 18350 MONROE,
"TRT AUTOMOBILES, L.L.C.",LLC,PA,,,,PA,9401 ASHTON ROAD C-2,PHILADELPHIA,19114,5000516,,,9401 ASHTON ROAD C-2 PHILADELPHIA PA 19114 PHILADELPHIA,
WELLSBORO ELECTRIC COMPANY,NONPROFIT,PA,,,,,,,,5002501,,,NAN,
SENECA INSURANCE SERVICES,CORPORATION,PA,19 N. CENTER ST.,CORRY,16407,PA,19 N. CENTER ST. PO BOX 404,CORRY,16407,5006869,"ROSSBACHER INSURANCE SERVICES, INC.",OWNER,19 N. CENTER ST. PO BOX 404 CORRY PA 16407 ERIE,19 N. CENTER ST. CORRY PA 16407
