name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
MCNAMARA MARCUS & CO,CORPORATION,PA,,,,,,,,2343004,ROBERT M MCNAMARA,OWNER,UNKNOWN PITTSTON PA 0 -0 LUZERNE,
MELVILLE MOVING AND STORAGE COMPANY,CORPORATION,PA,,,,,,,,2343005,,,UNKNOWN PHILADELPHIA PA 0 -0 PHILADELPHIA,
MELI'S TASTY BREAD BAKERY,CORPORATION,PA,,,,,,,,2343006,AMERICAN BAKING CO,OWNER,UNKNOWN PHILADELPHIA PA 0 -0 PHILADELPHIA,
MELVILLE SERVICE GARAGE,CORPORATION,PA,,,,,,,,2343007,,,UNKNOWN PHILADELPHIA PA 0 -0 PHILADELPHIA,
MEADOW BROOK FARM,CORPORATION,PA,,,,,,,,2343008,,,R D 1 POTTSTOWN PA 0 -0 MONTGOMERY,
MERCER GARBAGE SERVICE,CORPORATION,PA,,,,,,,,2343009,PAUL T MELLON,OWNER,UNKNOWN MERCER PA 0 -0 MERCER,
MODERN ELECTRIC COMPANY,CORPORATION,PA,,,,PA,80 COLLINS AVENUE,UNIONTOWN,,2343010,CLEVE H HELMEY,OWNER,80 COLLINS AVENUE UNIONTOWN PA 0 -0 FAYETTE,
MODAD'S PHARMACY,CORPORATION,PA,,,,PA,1 ACADEMY ST,ULYSSES,16948-0,2343011,RUSSELL T SWEELY,OWNER,1 ACADEMY ST ULYSSES PA 16948-0 POTTER,
TOM MCNAMARA SCHOOL OF SALESMANSHIP,CORPORATION,PA,,,,,,,,2343012,TOM MARTIN MCNAMARA,OWNER,UNKNOWN PITTSBURGH PA 0 -0 ALLEGHENY,
MELILLO'S FOOD MARKET,CORPORATION,PA,,,,PA,2952-54 N 22ND ST,PHILADELPHIA,,2343013,MAFALDA MELILLO,OWNER,2952-54 N 22ND ST PHILADELPHIA PA 0 -0 PHILADELPHIA,
MATCH ARMS COMPANY,CORPORATION,PA,,,,PA,831 MARY ST,SPRINGDALE,,2343014,V LAWRENCE BIROCHIK,OWNER,831 MARY ST SPRINGDALE PA 0 -0 ALLEGHENY,
MERCER GLASS & MIRROR CO,CORPORATION,PA,,,,,,,,2343015,,,UNKNOWN LANCASTER PA 0 -0 LANCASTER,
MODERN ELECTRIC COMPANY,CORPORATION,PA,,,,PA,4762 LIBERTY AVE,PITTSBURGH,,2343016,W H MILLER ETAL,OWNER,4762 LIBERTY AVE PITTSBURGH PA 0 -0 ALLEGHENY,
MCNAMEE'S CAFE,CORPORATION,PA,,,,,,,,2343017,,,UNKNOWN PHILADELPHIA PA 0 -0 PHILADELPHIA,
MELTZER-WEISBERG ASSOCIATES,CORPORATION,PA,,,,PA 19072-0 MONTGOMERY,857 MONTGOMERY AVE,NARBERTH,,2343018,MAINLINE MEDICAL GROUP LTD,OWNER,857 MONTGOMERY AVE NARBERTH PA 19072-0 MONTGOMERY,
MERCER HOMECRAFT COMPANY,CORPORATION,PA,,,,,,,,2343019,THOMAS N CLAYTON,OWNER,R D 5 MERCER PA 0 -0 MERCER,
MELVILLE,CORPORATION,PA,,,,,,,,2343020,LOUIS H SOMERSON,OWNER,UNKNOWN PHILADELPHIA PA 0 -0 PHILADELPHIA,
