name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
CROSS CULTURE,CORPORATION,PA,5115 BARNESS COURT,DOYLESTOWN,18912,PA,4950 YORK ROAD SUITE P,BUCKINGHAM,18912,7152328,GUPREET SINGH,OWNER,4950 YORK ROAD SUITE P BUCKINGHAM PA 18912 OUT OF STATE,5115 BARNESS COURT DOYLESTOWN PA 18902
PRETTY PURPLE DOOR,CORPORATION,PA,220 STARK ST,OLD FORGE,18518,PA,220 STARK ST.,OLD FORGE,18518,7152329,AMY FEDELE,OWNER,220 STARK ST. OLD FORGE PA 18518 LACKAWANNA,220 STARK ST OLD FORGE PA 18518
"DUEL DEAL, INC.",CORPORATION,PA,,,,PA,515 RASPBERRY LANE,WEST CHESTER,19382,7152331,,,515 RASPBERRY LANE WEST CHESTER PA 19382 CHESTER,
DAANA KARNA FOUNDATION,NONPROFIT,PA,,,,PA,1485 FOX HOLLOW DR,YARDLEY,19067,7152333,,,1485 FOX HOLLOW DR YARDLEY PA 19067 BUCKS,
AANJ LLC,LLC,PA,,,,PA,402 CHESWICK PLACE,BRYN MAWR,19010,7152334,,,402 CHESWICK PLACE BRYN MAWR PA 19010 MONTGOMERY,
JOHNSTOWN SNOW REMOVAL SERVICE,CORPORATION,PA,503 BLUE ROAD,SALIX,15952,PA,503 BLUE ROAD,SALIX,15952,7152336,"EVERGREEN LANDSCAPING SERVICES & SNOW REMOVAL, LLC",OWNER,503 BLUE ROAD SALIX PA 15952 CAMBRIA,503 BLUE ROAD SALIX PA 15952
"PALMER POINT T2, LLC",LLC,PA,,,,PA,7171 AIRPORT ROAD,BATH,18014,7152337,,,7171 AIRPORT ROAD BATH PA 18014 NORTHAMPTON,
"PALMER POINT OE, LLC",LLC,PA,,,,PA,7171 AIRPORT ROAD,BATH,18014,7152338,,,7171 AIRPORT ROAD BATH PA 18014 NORTHAMPTON,
SAAHIRAH SYN,CORPORATION,PA,190 DALE RD,PHILIPSBURG,16866,PA,190 DALE RD,PHILIPSBURG,16866,7152339,HAUS OF SYN CO,OWNER,190 DALE RD PHILIPSBURG PA 16866,190 DALE RD PHILIPSBURG PA 16866
HUGS W SUGGS,CORPORATION,PA,7828 ANGUS RD,PHILADELPHIA,19150,PA,1117 IVYHILL RD,PHILADELPHIA,19150,7152340,SYLVIA T SUGGS,OWNER,1117 IVYHILL RD PHILADELPHIA PA 19150 OUT OF STATE,7828 ANGUS RD PHILADELPHIA PA 19150
CASH LLC,LLC,PA,,,,PA,1120 JACKSON STREET,EASTON,18042,7152341,,,1120 JACKSON STREET EASTON PA 18042 NORTHAMPTON,
KROSS COLLECTION LLC,LLC,PA,,,,PA,507 W MANHEIM ST 17D,PHILADELPHIA,19144,7152342,,,507 W MANHEIM ST 17D PHILADELPHIA PA 19144 PHILADELPHIA,
FIXED AND FLIPPED,LLC,PA,,,,PA,3186 BRENTWOOD DR,DOYLESTOWN,18902,7152343,,,3186 BRENTWOOD DR DOYLESTOWN PA 18902 BUCKS,
MY FEMININE HEART,CORPORATION,PA,4342 WEBSTER DR N,YORK,17402,PA,4342 WEBSTER DR,YORK,17402,7152344,CASSANDRA STORM PHOTOGRAPHY INC,OWNER,4342 WEBSTER DR YORK PA 17402 YORK,4342 WEBSTER DR N YORK PA 17402
M G ARMORY,CORPORATION,PA,464 E MAPLE GROVE RD,NARVON,17555,PA,464 E MAPLE GROVE RD,NARVON,17555,7152345,"MAPLE GROVE RELOADING & SHOOTING SUPPLY, LLC",OWNER,464 E MAPLE GROVE RD NARVON PA 17555 LANCASTER,464 E MAPLE GROVE RD NARVON PA 17555
"ARTHA KRANTI, INC.",CORPORATION,PA,,,,PA,30 TODD DRIVE,BURGETTSTOWN,15021,7152346,,,30 TODD DRIVE BURGETTSTOWN PA 15021 WASHINGTON,
"KNOW H.O.W. DYNAMICS, INC.",CORPORATION,PA,,,,PA,3811 NEW TEXAS ROAD,PITTSBURGH,15239,7152348,,,3811 NEW TEXAS ROAD PITTSBURGH PA 15239 ALLEGHENY,
"VROOM LOGISTICS, LLC",LLC,DE,,,,,,,,7152350,,,%CORPORATION SERVICE COMPANY DAUPHIN,
"ALLEGHENY GRILLE HOLDINGS, LLC",LLC,PA,,,,PA,40 MAIN ST.,FOXBURG,16036,7152352,,,40 MAIN ST. FOXBURG PA 16036 CLARION,
ALC WORLDWIDE CAR SERVICE INC,CORPORATION,PA,1110 SPRING LANE,EASTON,18040,PA,1110 SPRING LANE,EASTON,18040,7152353,MITCHELL R CHRISTOPHER,OWNER,1110 SPRING LANE EASTON PA 18040 NORTHAMPTON,1110 SPRING LANE EASTON PA 18040
CONEXUS METALS LLC,LLC,DE,,,,PA,"618 BEAVER STREET, SUITE 104",SEWICKLEY,15143,7152354,,,"618 BEAVER STREET, SUITE 104 SEWICKLEY PA 15143 ALLEGHENY",
FLEISHMAN-HILLARD INC.,CORPORATION,DE,,,,,,,,7152355,,,%CORPORATION SERVICE COMPANY DAUPHIN,
N'TRINZIK LLC,LLC,PA,,,,PA,8222 WILLIAMS AVE,PHILADELPHIA,19150-2011,7152363,,,8222 WILLIAMS AVE PHILADELPHIA PA 19150-2011 PHILADELPHIA,
GREEN THUMB ORGANICS,CORPORATION,PA,1805 TREETOP DR. APT. 11A,ERIE,16510,PA,3515 B (REAR) BUFFALO RD,ERIE,16510,7152364,SCOTT R BANE,OWNER,3515 B (REAR) BUFFALO RD ERIE PA 16510 ERIE,1805 TREETOP DR. APT. 11A ERIE PA 16509
"J. HARBAUGH ADVISORY, LLC",LLC,PA,,,,PA,1979 VELVET TRAIL,HELLERTOWN,18055,7152366,,,1979 VELVET TRAIL HELLERTOWN PA 18055 NORTHAMPTON,
STONY CREEK FILMS,CORPORATION,PA,417 ERDMAN DR.,DAUPHIN,17018,PA,417 ERDMAN DR,DAUPHIN,17018,7152368,MICHAEL LOMMA,OWNER,417 ERDMAN DR DAUPHIN PA 17018 DAUPHIN,417 ERDMAN DR. DAUPHIN PA 17018
WRIGHT ASSETS LLC,LLC,PA,,,,,,,,7152369,,,%REGISTERED AGENTS INC MONTGOMERY,
CROWN OF GLORY LLC,LLC,PA,,,,PA,2741 ANDREA DR,ALLENTOWN,18103,7152370,,,2741 ANDREA DR ALLENTOWN PA 18103 LEHIGH,
RULAWORLD ENTERTAINMENT LLC,LLC,PA,,,,PA,5744 N LAWRENCE ST,PHILADELPHIA,19120,7152371,,,5744 N LAWRENCE ST PHILADELPHIA PA 19120 PHILADELPHIA,
MOSLEY'S ELECTRIC LLC,LLC,NJ,,,,PA,6339 DITMAN ST.,PHILADELPHIA,19135,7152374,,,6339 DITMAN ST. PHILADELPHIA PA 19135 PHILADELPHIA,
PUSH CONSULTING LLC,LLC,PA,,,,PA,2724 N DARIEN ST,PHILADELPHIA,19104,7152376,,,2724 N DARIEN ST PHILADELPHIA PA 19104 PHILADELPHIA,
LIBERTY BELL HOSTING CORP.,CORPORATION,PA,,,,,,,,7152377,,,"%UNITED STATES CORPORATION AGENTS, INC. LEHIGH",
KINGZ & QUEENS LP,PARTNERSHIP,PA,472 FIELDING DR,PITTSBURGH,15137,PA,400 PORTER ST,NORTH VERSAILLES,15137,7152378,DIONNA GIDDENS,GENPARTNER,400 PORTER ST NORTH VERSAILLES PA 15137 OUT OF STATE,472 FIELDING DR PITTSBURGH PA 15235
BUILDING FUTURES AND CREATIONS LLC,LLC,PA,,,,,,,,7152379,,,"%UNITED STATES CORPORATION AGENTS, INC. LEHIGH",
TURBANME LLC,LLC,PA,,,,,,,,7152380,,,"%UNITED STATES CORPORATION AGENTS, INC. LEHIGH",
NLS HANDYMAN LLC,LLC,PA,,,,,,,,7152381,,,"%UNITED STATES CORPORATION AGENTS, INC. LEHIGH",
BL SPRINTER LLC,LLC,PA,,,,PA,9304 KEYSTONE STREET,PHILADELPHIA,19114,7152382,,,9304 KEYSTONE STREET PHILADELPHIA PA 19114 PHILADELPHIA,
JESSCO CONSTRUCTION INC.,CORPORATION,NJ,,,,PA,1515 MARKET STREET STE 1200,PHILADELPHIA,19102,7152383,,,1515 MARKET STREET STE 1200 PHILADELPHIA PA 19102 PHILADELPHIA,
BLESSNBULLIES LLC,LLC,PA,,,,,,,,7152384,,,"%UNITED STATES CORPORATION AGENTS, INC. LEHIGH",
"ALPHA FINANCIAL COMPANIES, INC.",CORPORATION,DE,,,,PA,975 SECOND STREET PIKE,RICHBORO,18954,7152385,,,975 SECOND STREET PIKE RICHBORO PA 18954 BUCKS,
SUTLIFF PERFORMANCE HORSES LLC,LLC,PA,,,,,,,,7152386,,,"%UNITED STATES CORPORATION AGENTS, INC. LEHIGH",
EMBRACETHECROWN LLC,LLC,PA,,,,,,,,7152388,,,"%UNITED STATES CORPORATION AGENTS, INC. LEHIGH",
"BBIC INVESTORS, LLC",LLC,PA,,,,PA,502 SOUTH BLAKELY STREET,DUNMORE,18512,7152389,,,502 SOUTH BLAKELY STREET DUNMORE PA 18512 LACKAWANNA,
SLUMLORD HOME IMPROVEMENT LLC,LLC,PA,,,,,,,,7152390,,,"%UNITED STATES CORPORATION AGENTS, INC. LEHIGH",
MADE IN MONTOYA'S KITCHEN LLC,LLC,PA,,,,,,,,7152391,,,"%UNITED STATES CORPORATION AGENTS, INC. LEHIGH",
ME CHEL LE LLC,LLC,PA,,,,,,,,7152392,,,"%UNITED STATES CORPORATION AGENTS, INC. LEHIGH",
D-KAL CONSTRUCTION LLC,LLC,PA,,,,,,,,7152395,,,"%UNITED STATES CORPORATION AGENTS, INC. LEHIGH",
