name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
A DREAM TRIP 4 U,CORPORATION,PA,,,,PA,118 ALANA DRIVE,SAXONBURG,16056,3699480,HELGA INGEBORG LEONARD,OWNER,118 ALANA DRIVE SAXONBURG PA 16056 BUTLER,
"TIMBER WEALTH MANAGEMENT, LLC",LLC,PA,,,,PA,22418 FIRTH RD,SPARTANSBURG,16434,3699481,,,22418 FIRTH RD SPARTANSBURG PA 16434 CRAWFORD,
"SEPTEMBER INVESTMENT PROPERTIES, LLC",LLC,PA,,,,PA,1520 SEPTEMBER DRIVE,LANCASTER,17603,3699482,,,1520 SEPTEMBER DRIVE LANCASTER PA 17603 LANCASTER,
CHARLES L. MOLES REAL ESTATE,CORPORATION,PA,,,,PA,1121 WEST MAIN STREET,NORRISTOWN,19401,3699484,"REAL ESTATE AUCTIONS, LLC",OWNER,1121 WEST MAIN STREET NORRISTOWN PA 19401 MONTGOMERY,
"COLDREN MOTORSPORTS, LLC",LLC,PA,,,,PA,730 SEITZ DR.,LEWISBERRY,17339,3699485,,,730 SEITZ DR. LEWISBERRY PA 17339 YORK,
EFFLEURAGE LLC,LLC,PA,,,,PA,901 GERMANTOWN PIKE,PLYMOUTH MEETING,19462,3699486,,,901 GERMANTOWN PIKE PLYMOUTH MEETING PA 19462 MONTGOMERY,
PEPPERJAM MEDIA,CORPORATION,PA,935 FIRST AVENUE,KING OF PRUSSIA,19406,PA,935 FIRST AVENUE,KING OF PRUSSIA,19406,3699487,GSI MEDIA INC,OWNER,935 FIRST AVENUE KING OF PRUSSIA PA 19406 MONTGOMERY,935 FIRST AVENUE KING OF PRUSSIA PA 19406
PHO THAI NAM INC.,CORPORATION,PA,144 W GERMANTOWN PIKE,NORRISTOWN,19422,PA,1510 DEKALB PIKE,BLUE BELL,19422,3699488,TIM TRAM,PRESIDENT,1510 DEKALB PIKE BLUE BELL PA 19422 MONTGOMERY,144 W GERMANTOWN PIKE NORRISTOWN PA 19401-1330
"CAREY-ATLAS DEVELOPMENT, LLC",LLC,PA,,,,PA,1550 HIGHWAY 315 SUITE 100,WILKES BARRE,18702,3699489,,,1550 HIGHWAY 315 SUITE 100 WILKES BARRE PA 18702 LUZERNE,
"EMLERCO, LLC",LLC,PA,,,,,,,,3699490,,,%BUSINESS FILINGS INCORPORATED DAUPHIN,
"HUGH HENRY JR, LLC",LLC,PA,,,,PA,122 ARBOR RIDGE DRIVE,WARRINGTON,18976,3699491,,,122 ARBOR RIDGE DRIVE WARRINGTON PA 18976 BUCKS,
JORINE AND COMPANY LLC,LLC,PA,,,,PA,5023 PINE STREET,PHILADELPHIA,19143,3699492,,,5023 PINE STREET PHILADELPHIA PA 19143 PHILADELPHIA,
"1 WOODCLIFF, LLC",LLC,PA,,,,PA,100 HILLCREST ROAD,PITTSBURGH,15238,3699493,,,100 HILLCREST ROAD PITTSBURGH PA 15238 ALLEGHENY,
"NR 2 ENTERPRISES, LLC.",LLC,PA,,,,PA,1248 BUCK TRAIL ROAD,ALLENTOWN,18104,3699494,,,1248 BUCK TRAIL ROAD ALLENTOWN PA 18104 LEHIGH,
"TAYLOR'S RENTALS, LLC",LLC,PA,,,,PA,265 FAIRGROUNDS ROAD,BIGLERVILLE,17307,3699496,,,265 FAIRGROUNDS ROAD BIGLERVILLE PA 17307 ADAMS,
"DIVINE DESTINTY MANAGEMENT & CONSULTING, LLC",LLC,PA,,,,,,,,3699497,,,%CORPORATION SERVICE COMPANY DAUPHIN,
"ALG ENTERPRISES, LLC.",LLC,PA,,,,PA,191 MASTERS DRIVE,POTTSTOWN,19464,3699498,,,191 MASTERS DRIVE POTTSTOWN PA 19464 MONTGOMERY,
KEYSTONE-GEIGER SURVEYING AND ENGINEERING,CORPORATION,PA,2870 EMRICK BLVD,BETHLEHEM,18106-9797,PA,6235 HAMILTON BLVD SUITE 100,WESCOSVILLE,18106-9797,3699499,"KEYSTONE CONSULTING ENGINEERS, INC.",OWNER,6235 HAMILTON BLVD SUITE 100 WESCOSVILLE PA 18106-9797 LEHIGH,2870 EMRICK BLVD BETHLEHEM PA 18020
SPIN BARTINI / ULTRA LOUNGE,CORPORATION,PA,823 N. HIGHLAND AVE,PITTSBURGH,15232,PA,5744 ELLSWORTH AVE,PITTSBURGH,15232,3699500,TRUEMEN ASSOCIATES LIMITED LIABILITY COMPANY,OWNER,5744 ELLSWORTH AVE PITTSBURGH PA 15232 ALLEGHENY,823 N. HIGHLAND AVE PITTSBURGH PA 15206
PASIANO'S,CORPORATION,PA,7100 TULIP STREET,PHILADELPHIA,19135,PA,7100 TULIP STREET,PHILADELPHIA,19135,3699501,"PASIANO'S, LLC",OWNER,7100 TULIP STREET PHILADELPHIA PA 19135 PHILADELPHIA,7100 TULIP STREET PHILADELPHIA PA 19135
TSBN,CORPORATION,PA,,,,PA,1555 MONTGOMERY ROAD,ALLISON PARK,15101,3699502,JAYMAD CORPORATION,OWNER,1555 MONTGOMERY ROAD ALLISON PARK PA 15101 ALLEGHENY,
WITH EASE MASSAGE THERAPY LLC,LLC,PA,,,,PA,319 HOFFNAGLE ST,PHILADELPHIA,19111,3699503,,,319 HOFFNAGLE ST PHILADELPHIA PA 19111 PHILADELPHIA,
"140 HAZLE STREET PROPERTIES, LLC",LLC,PA,,,,PA,140 HAZLE ST.,WILKES BARRE,18702,3699504,,,140 HAZLE ST. WILKES BARRE PA 18702 LUZERNE,
POCONO FIREWORKS OUTLET,CORPORATION,PA,,,,PA,45 GLENBROOK DRIVE,STROUDSBURG,18360,3699505,"ODD-LOT, INC",OWNER,45 GLENBROOK DRIVE STROUDSBURG PA 18360 MONROE,
THIRD SHIFT PUBLISHING,CORPORATION,PA,,,,PA,147 SOUTH 3RD STREET 1ST FLOOR,TELFORD,18969,3699506,"MICHAEL E HOEY , SR",OWNER,147 SOUTH 3RD STREET 1ST FLOOR TELFORD PA 18969 MONTGOMERY,
PEPPERJAM SEARCH,CORPORATION,PA,935 FIRST AVENUE,KING OF PRUSSIA,19406,PA,935 FIRST AVENUE,KING OF PRUSSIA,19406,3699507,GSI MEDIA INC,OWNER,935 FIRST AVENUE KING OF PRUSSIA PA 19406 MONTGOMERY,935 FIRST AVENUE KING OF PRUSSIA PA 19406
AMERICA'S GENERAL STORE,CORPORATION,PA,,,,PA,419 EAST MARKET STREET,MERCER,16137,3699508,STEVE WEYERS,OWNER,419 EAST MARKET STREET MERCER PA 16137 MERCER,
INFORMATION INTEGRATORS,CORPORATION,PA,,,,PA,900 KNORR STREET,PHILADELPHIA,19111,3699509,JOSEPH V EVANGELIST,OWNER,900 KNORR STREET PHILADELPHIA PA 19111 PHILADELPHIA,
"VANCE VINCENT, LLC",LLC,PA,,,,PA,1626 SWIGLE MT RD,MINERAL POINT,15942,3699510,,,1626 SWIGLE MT RD MINERAL POINT PA 15942 CAMBRIA,
1-800-GOT-JUNK?,CORPORATION,PA,1319 CENTENNIAL ROAD,NARBERTH,19072,PA,1319 CENTENNIAL ROAD,NARBERTH,19072,3699511,"AR PARTNERS, LLC",OWNER,1319 CENTENNIAL ROAD NARBERTH PA 19072 MONTGOMERY,1319 CENTENNIAL ROAD NARBERTH PA 19072-
"DANIEL EPRIGHT, LLC",LLC,PA,,,,PA,344 RIMROCK DRIVE,STROUDSBURG,18360,3699512,,,344 RIMROCK DRIVE STROUDSBURG PA 18360 MONROE,
BRAM'S CLEANERS,CORPORATION,PA,,,,PA,121 SHILOH STREET,PITTSBURGH,15211,3699513,ALAN BRAM,OWNER,121 SHILOH STREET PITTSBURGH PA 15211 ALLEGHENY,
JAREE LLC,LLC,PA,,,,PA,113 NORTH 5TH AVE.,MC CONNELLSBURG,17233,3699514,,,113 NORTH 5TH AVE. MC CONNELLSBURG PA 17233 FULTON,
STAR FINANCIAL GROUP LLC,LLC,PA,,,,PA,67 BUCK RD UNIT 132,HUNTINGDON VALLEY,19006,3699515,,,67 BUCK RD UNIT 132 HUNTINGDON VALLEY PA 19006 MONTGOMERY,
HOT DEALS AUTO SALES,CORPORATION,PA,,,,PA,1237 ROUTE 119,PUNXSUTAWNEY,15767,3699516,ROBERT AMENT,OWNER,1237 ROUTE 119 PUNXSUTAWNEY PA 15767 JEFFERSON,
"GENEVIEVE WILSON, LLC",LLC,PA,,,,PA,77 WEST BROAD STREET UNIT 12A,BETHLEHEM,18018,3699517,,,77 WEST BROAD STREET UNIT 12A BETHLEHEM PA 18018 NORTHAMPTON,
