name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
BURKINS WELDING & FABRICATION LLC,LLC,PA,,,,PA,12575 LAUREL ROAD,BROGUE,17309,6905697,,,12575 LAUREL ROAD BROGUE PA 17309 YORK,
LINER X INC,CORPORATION,NY,,,,PA,420 RENNARD ST,PHILADELPHIA,19116,6905711,,,420 RENNARD ST PHILADELPHIA PA 19116 PHILADELPHIA,
PERFECT KETO LLC,LLC,DE,,,,,,,,6905722,,,%CORPORATION SERVICE COMPANY DAUPHIN,
HORIZON ENTERPRISES OF PA,CORPORATION,PA,791 COLLEGE BLVD,KUTZTOWN,19530,PA,791 COLLEGE BLVD,KUTZTOWN,19530,6905725,JESSE W. NEWSWANGER,OWNER,791 COLLEGE BLVD KUTZTOWN PA 19530 BUCKS,791 COLLEGE BLVD KUTZTOWN PA 19530
"NEW HOLLAND TRANSPORT, LLC",LLC,PA,,,,PA,340 S MUDDY CREEK ROAD,DENVER,17517,6905727,,,340 S MUDDY CREEK ROAD DENVER PA 17517 LANCASTER,
"THERE IS A WAY OUT MINISTRIES, INC.",NONPROFIT,IN,,,,PA,SAW CREEK ESTATES 148 CAMBRIDGE CT,BUSHKILL,18324,6905728,,,SAW CREEK ESTATES 148 CAMBRIDGE CT BUSHKILL PA 18324 INDIANA,
SMALL TOWN TANS,CORPORATION,PA,161 VIDIC ROAD,WEST SUNBURY,16056,PA,307 WEST MAIN STREET,SAXONBURG,16056,6905731,KRISTEN BECK,OWNER,307 WEST MAIN STREET SAXONBURG PA 16056 BUTLER,161 VIDIC ROAD WEST SUNBURY PA 16061
SOLA SALON STUDIOS,CORPORATION,PA,1100 FOX CHAPEL RD,PITTSBURGH,15238,PA,1100 FOX CHAPEL ROAD,PITTSBURGH,15238,6905734,STEVEN BREUNER,OWNER,1100 FOX CHAPEL ROAD PITTSBURGH PA 15238 ALLEGHENY,1100 FOX CHAPEL RD PITTSBURGH PA 15235
SCARPONI & SONS PLUMBING & HEATING,CORPORATION,PA,4205 ACORN CIRCLE EAST,STROUDSBURG,18302,PA,4205 ACORN CIRCLE EAST,STROUDSBURG,18302,6905738,CHRIS SCARPONI,OWNER,4205 ACORN CIRCLE EAST STROUDSBURG PA 18302 MONROE,4205 ACORN CIRCLE EAST STROUDSBURG PA 18302
R & S PROPERTY SOLUTIONS LLC,LLC,PA,,,,PA,3018 N 3RD ST,HARRISBURG,17110,6905739,,,3018 N 3RD ST HARRISBURG PA 17110 DAUPHIN,
"SWEDER'S BEES' HONEY, LLC",LLC,PA,,,,PA,172 BUNKER HILL RD,LAKE LYNN,15451,6905740,,,172 BUNKER HILL RD LAKE LYNN PA 15451 FAYETTE,
"OLD SCHOOL TRAILERS, LLC",LLC,IN,,,,,,,,6905742,,,"%NORTHWEST REGISTERED AGENT, LLC MONTGOMERY",
