name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
"SMITHFIELD OLIVER PHASE 2 MANAGEMENT, LLC",LLC,PA,,,,PA,380 SOUTHPOINTE BLVD STE 400,CANONSBURG,15317,6290387,,,380 SOUTHPOINTE BLVD STE 400 CANONSBURG PA 15317 WASHINGTON,
"SABAOTH MINISTRIES, INC.",NONPROFIT,PA,,,,PA,"55 HIGH STREET, 3RD FLOOR",POTTSTOWN,19464,6290917,,,"55 HIGH STREET, 3RD FLOOR POTTSTOWN PA 19464",
MERIL INC.,CORPORATION,DE,,,,PA,2436 EMRICK BOULEVARD,BETHLEHEM,18020,6290918,,,2436 EMRICK BOULEVARD BETHLEHEM PA 18020 LEHIGH,
EMPOWERMENT FAMILY WORSHIP CENTER,NONPROFIT,PA,,,,PA,106 GIBSON AVE,WASHINGTON,15301,6290920,,,106 GIBSON AVE WASHINGTON PA 15301 WASHINGTON,
CHESTER MAIN STREET PROGRAM,NONPROFIT,PA,,,,PA,10 SOUTH PLUM STREET,MEDIA,19063,6290922,,,10 SOUTH PLUM STREET MEDIA PA 19063 DELAWARE,
"B&B FITNESS PG, INC.",CORPORATION,CO,300 N BEACH ST,DAYTON BEACH,,,,,,6290923,TRUDY DEBELL,SECRETARY,%CORPORATION SERVICE COMPANY DAUPHIN,300 N BEACH ST DAYTON BEACH FL 32114
WEB AND CLOUD SERVICES LLC,LLC,PA,,,,PA,1813 IRONWOOD DRIVE,EASTON,18040,6290925,,,1813 IRONWOOD DRIVE EASTON PA 18040 NORTHAMPTON,
UPPER MAKEFIELD BUSINESS ASSOCIATION,NONPROFIT,PA,,,,PA,786 WASHINGTON CROSSING ROAD,NEWTOWN,18940,6290926,,,786 WASHINGTON CROSSING ROAD NEWTOWN PA 18940 BUCKS,
"GALMAN COVENTRY GENERAL, LLC",LLC,PA,,,,PA,261 OLD YORK RD. STE. 110,JENKINTOWN,19046,6290927,,,261 OLD YORK RD. STE. 110 JENKINTOWN PA 19046 MONTGOMERY,
J & S MECHANICAL LLC,LLC,PA,,,,PA,2509 MILL RD,MECHANICSBURG,17055,6290929,,,2509 MILL RD MECHANICSBURG PA 17055 CUMBERLAND,
UMBA REVOLUTIONARY RUN,NONPROFIT,PA,,,,PA,786 WASHINGTON CROSSING ROAD,NEWTOWN,18940,6290930,,,786 WASHINGTON CROSSING ROAD NEWTOWN PA 18940 BUCKS,
"5995 EASTON, LLC",LLC,PA,,,,PA,5047 STUMP RD.,PIPERSVILLE,18947,6290931,,,5047 STUMP RD. PIPERSVILLE PA 18947 BUCKS,
"EFFORTLESS LIFE, LLC",LLC,PA,,,,PA,1324 GILHAM ST.,PHILADELPHIA,19111,6290933,,,1324 GILHAM ST. PHILADELPHIA PA 19111 PHILADELPHIA,
"SOURCEASIA, INC.",CORPORATION,NY,,,,,,,,6290934,,,%CT CORPORATION SYSTEM DAUPHIN,
FELDMAN CITY SCHOLARS,NONPROFIT,PA,,,,PA,277 HAMILTON STREET,HARRISBURG,17102,6290935,,,277 HAMILTON STREET HARRISBURG PA 17102 DAUPHIN,
"BAYOU CITY EQUIPMENT, LLC",LLC,TX,,,,,,,,6290936,,,%CT CORPORATION SYSTEM DAUPHIN,
"EBS SERVICES, LLC",LLC,DE,,,,,,,,6290937,,,%CT CORPORATION SYSTEM DAUPHIN,
"GMAK ENTERPRISE, LLC",LLC,PA,,,,PA,700 WEST LONDON ST.,CHAMBERSBURG,17201,6290938,,,700 WEST LONDON ST. CHAMBERSBURG PA 17201 FRANKLIN,
MIKE STOCK ELECTRICAL,CORPORATION,PA,780A GEORGETOWN ROAD,PARADISE,17562,PA,780A GEORGETOWN ROAD,PARADISE,17562,6290940,MICHAEL STOCK,OWNER,780A GEORGETOWN ROAD PARADISE PA 17562 LANCASTER,780A GEORGETOWN ROAD PARADISE PA 17562
BLUESTONE LANE PHILLY LLC,LLC,PA,,,,PA,1701 LOCUST AVENUE,PHILADELPHIA,19103,6290941,,,1701 LOCUST AVENUE PHILADELPHIA PA 19103 PHILADELPHIA,
"WE RIDE TRANSPORTATION, LLC",LLC,PA,,,,PA,1324 GILHAM ST.,PHILADELPHIA,19111,6290942,,,1324 GILHAM ST. PHILADELPHIA PA 19111 PHILADELPHIA,
"GALMAN COVENTRY 2015, LP",PARTNERSHIP,PA,"261 OLD YORK RD., SUITE 110",JENKINTOWN,19046,PA,261 OLD YORK RD. STE. 110,JENKINTOWN,19046,6290943,"GALMAN COVENTRY GENERAL, LLC",GENPARTNER,261 OLD YORK RD. STE. 110 JENKINTOWN PA 19046 MONTGOMERY,"261 OLD YORK RD., SUITE 110 JENKINTOWN PA 19046"
"SOUTH AND KATER ASSOCIATES, L.P.",PARTNERSHIP,PA,755 SOUTH BROAD ST,PHILADELPHIA,19147,PA,755 S. BROAD ST.,PHILADELPHIA,19147,6290944,SOUTH AND KATER GP CORP,GENPARTNER,755 S. BROAD ST. PHILADELPHIA PA 19147 PHILADELPHIA,755 SOUTH BROAD ST PHILADELPHIA PA 19147
HERBAN BEAUTY CO,LLC,PA,,,,PA,26 48TH ST,PITTSBURGH,15201,6290946,,,26 48TH ST PITTSBURGH PA 15201,
