name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
HOUSTER CHOICE LLC,LLC,PA,,,,PA,143 AIRPORT RD. UNIT 45,EAST STROUDSBURG,18301,6782381,,,143 AIRPORT RD. UNIT 45 EAST STROUDSBURG PA 18301 MONROE,
TM SEAL COATING LLC,LLC,PA,,,,PA,67 BRADFORD DR,LEOLA,17540,6782383,,,67 BRADFORD DR LEOLA PA 17540 LANCASTER,
"KEY MECHANICAL, LLC",LLC,PA,,,,PA,17 WILLIS LANE,LANCASTER,17602,6782387,,,17 WILLIS LANE LANCASTER PA 17602 LANCASTER,
LITTLE NICKY'S TOWING LLC,LLC,PA,,,,PA,112 WEST BERKLEY AVENUE,CLIFTON HEIGHTS,19018,6782389,,,112 WEST BERKLEY AVENUE CLIFTON HEIGHTS PA 19018 DELAWARE,
"FOAM BROTHERS INSULATION, LLC",LLC,PA,,,,PA,425 SR 1002,TUNKHANNOCK,18657,6782390,,,425 SR 1002 TUNKHANNOCK PA 18657 WYOMING,
LUEERS ENTERPRISES LLC,LLC,PA,,,,PA,3941 N. MONET CT.,ALLISON PARK,15101,6782392,,,3941 N. MONET CT. ALLISON PARK PA 15101 ALLEGHENY,
DANNICK PARTNERS LLC,LLC,PA,,,,PA,14 BECKETT,CLOSE MOOSIC,18507,6782393,,,14 BECKETT CLOSE MOOSIC PA 18507 LACKAWANNA,
"HARVEST OF HOPE, INC.",NONPROFIT,PA,,,,PA,1343 SONGER ROAD,SIGEL,15860,6782394,,,1343 SONGER ROAD SIGEL PA 15860 JEFFERSON,
DSR PROPERTIES LLC,LLC,PA,,,,PA,205 E,MCMURRAY,15317,6782395,,,205 E MCMURRAY ROAD MCMURRAY PA 15317 WASHINGTON,
NEW ERA RESTAURANT BAR & MOTEL,CORPORATION,PA,7415 LINCOLN HIGHWAY,ABBOTTSTOWN,17301,PA,7415 LINCOLN HIGHWAY,ABBOTTSTOWN,17301,6782396,STARON CORPORATION,OWNER,7415 LINCOLN HIGHWAY ABBOTTSTOWN PA 17301 YORK,7415 LINCOLN HIGHWAY ABBOTTSTOWN PA 17301
ARTEMIS MARKETING LIMITED LIABILITY COMPANY,LLC,PA,,,,PA,191 CAMBRIA HILL DRIVE,TARENTUM,15084,6782398,,,191 CAMBRIA HILL DRIVE TARENTUM PA 15084 ALLEGHENY,
5801 SPRUCE LLC,LLC,PA,,,,PA,1111 STREET RD SUITE 304,SOUTHAMPTON,18966,6782400,,,1111 STREET RD SUITE 304 SOUTHAMPTON PA 18966 BUCKS,
RYAN'S HOUSE LLC,LLC,PA,,,,PA,1004 FIFTH AVE SUITE 8,CORAOPOLIS,15108,6782401,,,1004 FIFTH AVE SUITE 8 CORAOPOLIS PA 15108 ALLEGHENY,
NATURE'S BODY THERAPY,CORPORATION,PA,112 SHORT LANE,HOWARD,16841,PA,112 SHORT LN,HOWARD,16841,6782402,MICHELLE WETZEL,OWNER,112 SHORT LN HOWARD PA 16841 CENTRE,112 SHORT LANE HOWARD PA 16841
TAYLORS COURIER,CORPORATION,PA,305 WILLOW ST,MEADVILLE,16335,PA,305 WILLOW ST,MEADVILLE,16335,6782403,DOUGLAS TAYLOR,OWNER,305 WILLOW ST MEADVILLE PA 16335 CRAWFORD,305 WILLOW ST MEADVILLE PA 16335
NERIH INC,NONPROFIT,PA,,,,PA,2844 BRODHEAD RD,ALIQUIPPA,15001,6782405,,,2844 BRODHEAD RD ALIQUIPPA PA 15001 BEAVER,
GLOBAL IMAGE WRAPS,CORPORATION,PA,7313 MILLER AVE,UPPER DARBY,19143,PA,5706 THOMAS AVE,PHILADELPHIA,19143,6782406,JAMIL H RULEY,OWNER,5706 THOMAS AVE PHILADELPHIA PA 19143 PHILADELPHIA,7313 MILLER AVE UPPER DARBY PA 19082
"ZACHARY T. FOX CONSULTING, LLC.",LLC,PA,,,,PA,17665 MCDOWELL ROAD,CONNEAUTVILLE,16406,6782409,,,17665 MCDOWELL ROAD CONNEAUTVILLE PA 16406 CRAWFORD,
"WICKED WRENCHES, LLC",LLC,PA,,,,PA,1337 SUMMIT ROAD,REW,16744,6782412,,,1337 SUMMIT ROAD REW PA 16744 MCKEAN,
"AHC 18, LLC",LLC,PA,,,,PA,120 WEST 10TH STREET,ERIE,16501,6782416,,,120 WEST 10TH STREET ERIE PA 16501 ERIE,
"ANJ INVESTEMENTS, LLC",LLC,PA,,,,PA,50 GRACE AVENUE,SCHUYLKILL HAVEN,17972,6782419,,,50 GRACE AVENUE SCHUYLKILL HAVEN PA 17972 SCHUYLKILL,
"ERDMAN HOME INSPECTION, LLC",LLC,PA,,,,PA,738 ALLENTOWN ROAD,SELLERSVILLE,18960,6782420,,,738 ALLENTOWN ROAD SELLERSVILLE PA 18960 BUCKS,
"3TWO GROUP, LLC",LLC,PA,,,,PA,2121 EGGERS STREET,PITTSBURGH,15212,6782423,,,2121 EGGERS STREET PITTSBURGH PA 15212 ALLEGHENY,
