name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
"THE BAY ACADEMY, LLC",CORPORATION,PA,318 WASHINGTON LANE,JENKINTOWN,19046,PA,318 WASHINGTON LANE,JENKINTOWN,19046,6659064,TWALLA ENGLISH,OWNER,318 WASHINGTON LANE JENKINTOWN PA 19046 MONTGOMERY,318 WASHINGTON LANE JENKINTOWN PA 19046
ENDIF INTERACTIVE,CORPORATION,PA,417 CARNEGIE DR,PITTSBURGH,15243,PA,417 CARNEGIE DR.,PITTSBURGH,15243,6659065,TAYLOR COLLINS,OWNER,417 CARNEGIE DR. PITTSBURGH PA 15243 ALLEGHENY,417 CARNEGIE DR PITTSBURGH PA 15243
ZEENO'S PIZZA & RESTAURANT,CORPORATION,PA,23 BELLEVUE AVE,PENNDEL,19047,PA,23 BELLEVUE AVE,PENNDEL,19047,6659066,SARA PIZZA INC,OWNER,23 BELLEVUE AVE PENNDEL PA 19047 BUCKS,23 BELLEVUE AVE PENNDEL PA 19047
SARA PIZZA INC,CORPORATION,PA,,,,PA,23 BELLEVUE AVE,PENNDEL,19047,6659067,,,23 BELLEVUE AVE PENNDEL PA 19047 BUCKS,
XMAN INC,CORPORATION,PA,,,,PA,1653 LITITZ PIKE #252,LANCASTER,17601,6659068,,,1653 LITITZ PIKE #252 LANCASTER PA 17601 LANCASTER,
MCC WORLDWIDE LLC,LLC,PA,,,,PA,6 DICKINSON DRIVE SUITE 110,CHADDS FORD,19317,6659069,,,6 DICKINSON DRIVE SUITE 110 CHADDS FORD PA 19317 DELAWARE,
REEFER MADNESS LLC,LLC,PA,,,,PA,41 OLD YORK RD.,WASHINGTON,15301,6659070,,,41 OLD YORK RD. WASHINGTON PA 15301 WASHINGTON,
ROOTMADE PRODUCTS COMPANY,LLC,PA,,,,PA,2365 JERICHO DRIVE,JAMISON,18929,6659071,,,2365 JERICHO DRIVE JAMISON PA 18929 BUCKS,
CHS BAILEY LLC,LLC,PA,,,,PA,2430 BAKER RD,YORK,17408,6659072,,,2430 BAKER RD YORK PA 17408 YORK,
AEA POWER CONSULTING LLC,LLC,PA,,,,PA,121 NEWMAN RD,LEWISBURG,17837,6659073,,,121 NEWMAN RD LEWISBURG PA 17837 UNION,
