name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
DEWEES-HARRIS MAINTENANCE SERVICES LLC,LLC,PA,,,,PA,1150 FIRST AVE. STE 511,KING OF PRUSSIA,19406,7029014,,,1150 FIRST AVE. STE 511 KING OF PRUSSIA PA 19406 MONTGOMERY,
ADVANCED CHIROPRACTIC AND WELLNESS CTR,CORPORATION,PA,701 LIMEKILN PIKE,AMBLER,19002,PA,701 LIMEKILN PIKE,AMBLER,19002,7029015,RICHARD A SCHWARTZ,OWNER,701 LIMEKILN PIKE AMBLER PA 19002 MONTGOMERY,701 LIMEKILN PIKE AMBLER PA 19002
BITI HOME IMPROVEMENT LLC,LLC,PA,,,,PA,4649 FRANKFORD AVE,PHILADELPHIA,19124,7029016,,,4649 FRANKFORD AVE PHILADELPHIA PA 19124 PHILADELPHIA,
LOREN DEMARCO PHOTOGRAPHY LLC,LLC,PA,,,,PA,1813 CHELLIS STREET,PITTSBURGH,15212,7029017,,,1813 CHELLIS STREET PITTSBURGH PA 15212 ALLEGHENY,
SONNY LUTZ CONSTRUCTION L.L.C.,LLC,PA,,,,PA,342 SUGARLOAF HEIGHTS ROAD,DRUMS,18222,7029018,,,342 SUGARLOAF HEIGHTS ROAD DRUMS PA 18222 LUZERNE,
GLD PROPERTIES LLC,LLC,PA,,,,PA,744 SOUTH STREET #1008,PHILADELPHIA,19147,7029019,,,744 SOUTH STREET #1008 PHILADELPHIA PA 19147 PHILADELPHIA,
KNOCKOUT BARBERSHOP,CORPORATION,PA,559 E BROAD STREET,BETHLEHEM,18018,PA,559 E. BROAD STREET,BETHLEHEM,18018,7029021,CRISBERTO MORERA,OWNER,559 E. BROAD STREET BETHLEHEM PA 18018 LEHIGH,559 E BROAD STREET BETHLEHEM PA 18018
LIVING HOPES RECRUITING LLC,LLC,PA,,,,PA,131 N 4TH ST,INDIANA,15701,7029022,,,131 N 4TH ST INDIANA PA 15701 INDIANA,
ONCOLOGIST IN MY POCKET,NONPROFIT,PA,,,,PA,1066 CHAPEL FORGE DRIVE,LANCASTER,17601,7029031,,,1066 CHAPEL FORGE DRIVE LANCASTER PA 17601 LANCASTER,
"PINK ENVIRONMENTAL SERVICES, LLC",LLC,PA,,,,PA,2940 S. 13TH ST,PHILADELPHIA,19148,7029033,,,2940 S. 13TH ST PHILADELPHIA PA 19148 OUT OF STATE,
E-WORLD FOUNDATION,NONPROFIT,PA,,,,PA,"FMC TOWER, 2929 WALNUT STREET SUITE 1206",PHILADELPHIA,19104,7029034,,,"FMC TOWER, 2929 WALNUT STREET SUITE 1206 PHILADELPHIA PA 19104 PHILADELPHIA",
BILLIE J. FRIDAY AGENCY LLC,LLC,PA,,,,PA,5 WEST 10TH STREET,TYRONE,16686,7029040,,,5 WEST 10TH STREET TYRONE PA 16686 BLAIR,
LIVE LASHLY,CORPORATION,PA,11 MCKEEVER PLACE,BROOKLYN,18049,PA,531 BROAD STREET,EMMAUS,18049,7029041,RHONDA PEARSON,OWNER,531 BROAD STREET EMMAUS PA 18049 LEHIGH,11 MCKEEVER PLACE BROOKLYN NY 11225
SNOWDEN LANE FARM LLC,LLC,PA,,,,PA,212 EAST BLACK CREEK ROAD EAST,EARL,17519,7029042,,,212 EAST BLACK CREEK ROAD EAST EARL PA 17519 LANCASTER,
LINESFILMS LLC,LLC,PA,,,,PA,216 WEST LOYALHANNA STREET,LIGONIER,15658,7029043,,,216 WEST LOYALHANNA STREET LIGONIER PA 15658 WESTMORELAND,
CLASS EIGHT DIESEL INC,CORPORATION,PA,,,,PA,167 COTTAGE STREET,HONESDALE,18431,7029044,,,167 COTTAGE STREET HONESDALE PA 18431 WAYNE,
GRAND AVENUE GRILLE LLC,LLC,PA,,,,PA,139 GRAND AVE,MARS,16046,7029045,,,139 GRAND AVE MARS PA 16046 BUTLER,
"PERIDOT EYE DESIGN, LLC",LLC,PA,,,,PA,5301 GROVE RD M123,PITTSBURGH,15236,7029050,,,5301 GROVE RD M123 PITTSBURGH PA 15236 ALLEGHENY,
PA ASSOCIATION OF BUILDING CODE PROFESSIONALS,NONPROFIT,PA,,,,PA,1525 OREGON PIKE SUITE 901,LANCASTER,17601,7029052,,,1525 OREGON PIKE SUITE 901 LANCASTER PA 17601 LANCASTER,
PLEDGESTONE PARTNERS L.L.C.,LLC,MD,,,,PA,100 DELMONT AVE,HARRISBURG,17111,7029053,,,100 DELMONT AVE HARRISBURG PA 17111 DAUPHIN,
"MERO CHIKN CRANBERRY, INC.",CORPORATION,PA,,,,PA,5055 WILLIAM FLYNN HIGHWAY,GIBSONIA,15044,7029055,,,5055 WILLIAM FLYNN HIGHWAY GIBSONIA PA 15044 ALLEGHENY,
ARLOESAN CORPORATION,CORPORATION,PA,,,,PA,726 PEACH TREE DRIVE WEST,CHESTER,19380,7029056,,,726 PEACH TREE DRIVE WEST CHESTER PA 19380 CHESTER,
STEUBEN CONSULTING LLC,LLC,PA,,,,PA,646 STORE RD,HARLEYSVILLE,19438,7029057,,,646 STORE RD HARLEYSVILLE PA 19438 MONTGOMERY,
"PETROMILLI HOLDINGS, LLC",LLC,PA,,,,PA,52 SOUTH MAIN STREET,MANHEIM,17545,7029063,,,52 SOUTH MAIN STREET MANHEIM PA 17545 LANCASTER,
SMOOT HOUSING CORP.,CORPORATION,PA,825 HIGH STREET,NORRISTOWN,19401,PA,825 HIGH STREET,NORRISTOWN,19401,7029064,CANDACE SMOOT,OWNER,825 HIGH STREET NORRISTOWN PA 19401 MONTGOMERY,825 HIGH STREET NORRISTOWN PA 19401
1200 YAA INC,CORPORATION,PA,,,,PA,2915 N 27TH ST,PHILADELPHIA,19132,7029065,,,2915 N 27TH ST PHILADELPHIA PA 19132 PHILADELPHIA,
"WARRENDALE RESTAURANT ASSOCIATES, LLC",LLC,PA,,,,PA,604 OAK EAGLE DRIVE,MEYERSDALE,15552,7029066,,,604 OAK EAGLE DRIVE MEYERSDALE PA 15552 SOMERSET,
SHAUNA MACE LLC,LLC,PA,,,,PA,549 HEATH RD.,MERION STATION,19066,7029067,,,549 HEATH RD. MERION STATION PA 19066 MONTGOMERY,
"VISIONARY VENTURES, LLC",LLC,PA,,,,PA,139,YOST AVENUE,19475,7029072,,,139 YOST AVENUE 139 YOST AVENUE PA 19475 CHESTER,
CINNAROAST INC.,CORPORATION,PA,,,,PA,714 MARKET ST,DARLINGTON,16115,7029074,,,714 MARKET ST DARLINGTON PA 16115 BEAVER,
TRIPPLEY LLC,LLC,PA,,,,PA,410 HIDDEN VALLEY ROAD,MEDIA,19063,7029075,,,410 HIDDEN VALLEY ROAD MEDIA PA 19063 DELAWARE,
"G & A FINANCIAL, LLC",LLC,PA,,,,PA,301 BRUSSELLES STREET PO BOX 111,SAINT MARYS,15857,7029076,,,301 BRUSSELLES STREET PO BOX 111 SAINT MARYS PA 15857 ELK,
PHAT CAT CANDLE CO. LLC,LLC,PA,,,,,,,,7029077,,,"%UNITED STATES CORPORATION AGENTS, INC. LEHIGH",
KRISTEN'S CLASSIC ELEGANCE LLC,LLC,PA,,,,PA,1949 KEPLER RD,POTTSTOWN,19464,7029078,,,1949 KEPLER RD POTTSTOWN PA 19464 MONTGOMERY,
AMELIA REHRMAN PHOTOGRAPHY LLC,LLC,PA,,,,,,,,7029079,,,"%UNITED STATES CORPORATION AGENTS, INC. LEHIGH",
CROSS TO CROWN LLC,LLC,PA,,,,,,,,7029080,,,"%UNITED STATES CORPORATION AGENTS, INC. LEHIGH",
KOOL KIDZ CLOTHING LIMITED LIABILITY COMPANY,LLC,PA,,,,,,,,7029082,,,"%UNITED STATES CORPORATION AGENTS, INC. LEHIGH",
ADVANTALENT LLC,LLC,PA,,,,,,,,7029083,,,"%UNITED STATES CORPORATION AGENTS, INC. LEHIGH",
SLEEPY MAPLE LLC,LLC,PA,,,,PA,5263 ARCTIC CIRCLE,EMMAUS,18049,7029084,,,5263 ARCTIC CIRCLE EMMAUS PA 18049 LEHIGH,
APSM CONSTRUCTION LLC,LLC,PA,,,,,,,,7029086,,,"%UNITED STATES CORPORATION AGENTS, INC. LEHIGH",
TOP NOTCH CLEANERS LLC,LLC,PA,,,,,,,,7029092,,,%LEGALINC CORPORATE SERVICES INC. ALLEGHENY,
"25 WEST MARKET STREET, LLC",LLC,PA,,,,PA,5041 SHERECK LANE,HELLAM,17406,7029093,,,5041 SHERECK LANE HELLAM PA 17406 YORK,
GILBERT TRANSPORT,CORPORATION,PA,322 STANLEY ROAD,OIL CITY,16301,PA,322 STANLEY ROAD,OIL CITY,16301,7029094,BILLY GILBERT,OWNER,322 STANLEY ROAD OIL CITY PA 16301 VENANGO,322 STANLEY ROAD OIL CITY PA 16301
JERC PARTNERS XXXI LLC,LLC,PA,,,,PA,22 SOUTH COMMERCE WAY SUITE 7,BETHLEHEM,18017,7029095,,,22 SOUTH COMMERCE WAY SUITE 7 BETHLEHEM PA 18017 NORTHAMPTON,
OWN YOUR SHERO L.L.C.,LLC,PA,,,,PA,3431 STATION AVENUE,CENTER VALLEY,18034,7029096,,,3431 STATION AVENUE CENTER VALLEY PA 18034 LEHIGH,
B&M ETERNALSPRING LANDSCAPING LLC,LLC,PA,,,,PA,4837 GRAY HAWK DR,WAYNESBORO,17268,7029097,,,4837 GRAY HAWK DR WAYNESBORO PA 17268 FRANKLIN,
PHILANTHROPIC CREATIVE,NONPROFIT,PA,155 WILSON DRIVE,LANCASTER,,,,,,7029098,NORRIS CHUMLEY,PRESIDENT,%HARBOR BUSINESS COMPLIANCE CORPORATION LANCASTER,155 WILSON DRIVE LANCASTER PA 17601
