name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
DELIO FORGINGS & STEEL LLC,LLC,PA,,,,PA,324 SUSAN TRACE,NEW WILMINGTON,16142,4069428,,,324 SUSAN TRACE NEW WILMINGTON PA 16142 LAWRENCE,
G QUICK STOP LLC,LLC,PA,,,,PA,301 VALLEY ST,LEWISTOWN,17044,4069429,,,301 VALLEY ST LEWISTOWN PA 17044 MIFFLIN,
"FRANK'S REPAIR, LLC",LLC,PA,,,,PA,3633 BROWNSVILLE ROAD,TREVOSE,19053,4069430,,,3633 BROWNSVILLE ROAD TREVOSE PA 19053 BUCKS,
"LA DONA SERVICES, LLC",LLC,PA,,,,PA,741 NORTHAMPTON STREET,EASTON,18042,4069431,,,741 NORTHAMPTON STREET EASTON PA 18042 NORTHAMPTON,
"SCHWAB LAND DEVELOPMENT COMPANY, LLC",LLC,PA,,,,PA,333 ANTIETAM RD,TEMPLE,18560,4069432,,,333 ANTIETAM RD TEMPLE PA 18560 BERKS,
"FREY'S STAINLESS STEEL WELDING, LLC",LLC,PA,,,,PA,16 WHITE OAK ROAD,NESQUEHONING,18240,4069433,,,16 WHITE OAK ROAD NESQUEHONING PA 18240 CARBON,
"BASSETT HARGROVE INVESTMENT COUNSEL, LLC",LLC,PA,,,,PA,312 KENNETT PIKE,CHADDS FORD,19137,4069434,,,312 KENNETT PIKE CHADDS FORD PA 19137 CHESTER,
"PURITAN PARK HOLDINGS, LLC",LLC,PA,,,,PA,212 HARNER DR,DUNCANSVILLE,16635,4069435,,,212 HARNER DR DUNCANSVILLE PA 16635 BLAIR,
"22 PROPERTIES, LLC",LLC,PA,,,,PA,827 AIRPORT DRIVE,MIFFLINTOWN,17059,4069436,,,827 AIRPORT DRIVE MIFFLINTOWN PA 17059 JUNIATA,
"HOME RUN DELI, LLC",LLC,PA,,,,PA,96 ALLENBURY DRIVE,HANOVER TOWNSHIP,18706,4069437,,,96 ALLENBURY DRIVE HANOVER TOWNSHIP PA 18706 LUZERNE,
"AMERICAN TRANS TRUCKING, LLC",LLC,PA,,,,PA,1732 SCHERERSVILLE RD,ALLENTOWN,18104,4069438,,,1732 SCHERERSVILLE RD ALLENTOWN PA 18104 LEHIGH,
THE SUN LAW FIRM LLC,LLC,PA,,,,PA,1776 EAST LANCASTER AVE #306,PAOLI,19301,4069439,,,1776 EAST LANCASTER AVE #306 PAOLI PA 19301 CHESTER,
C&N TECHNOLOGIES LLC,LLC,PA,,,,PA,20 ONEIDA COURT,CHESTER SPRINGS,19425,4069440,,,20 ONEIDA COURT CHESTER SPRINGS PA 19425 CHESTER,
"STAR CITY SPORTS, LLC",LLC,PA,,,,PA,"ONE S. MARKET SQ, 12TH FL",HARRISBURG,17101,4069441,,,"ONE S. MARKET SQ, 12TH FL HARRISBURG PA 17101 DAUPHIN",
"SALAMA & SONS HOLDING CO., LLC",LLC,PA,,,,PA,439 BLUE MOUNTAIN LAKE EAST,STROUDSBURG,18301,4069442,,,439 BLUE MOUNTAIN LAKE EAST STROUDSBURG PA 18301 MONROE,
"SNOW REMOVAL EXCAVATION, LLC",LLC,PA,,,,PA,2425 W. OAKDALE STREET,PHILADELPHIA,19132,4069443,,,2425 W. OAKDALE STREET PHILADELPHIA PA 19132 PHILADELPHIA,
CUT RIGHT LANDSCAPING LLC,LLC,PA,,,,PA,2215 LISA DRIVE,WARRINGTON,18976,4069444,,,2215 LISA DRIVE WARRINGTON PA 18976 BUCKS,
"LODER DESIGN, LLC",LLC,PA,,,,PA,759 CORINTHIAN AVE APT #1,PHILADELPHIA,19130,4069445,,,759 CORINTHIAN AVE APT #1 PHILADELPHIA PA 19130 PHILADELPHIA,
"TIMOTHY MOLL CONTRACTING, LLC",LLC,PA,,,,PA,52 E. WYOMISSING AVE,MOHNTON,19540,4069446,,,52 E. WYOMISSING AVE MOHNTON PA 19540 BERKS,
CONBOY FAMILY LLC,LLC,PA,,,,PA,11520 SCOTTY ROAD,IRWIN,15642,4069447,,,11520 SCOTTY ROAD IRWIN PA 15642 WESTMORELAND,
