"",,Other Federal,,Pre-   Pre-,Total
"",TDOC,Local,Conv. &,Conv.,trial trial,Jail
FACILITY,Backup Felons Felons** Others,,Misd. Felony Misd.,,Pop.
Anderson,23,0,0,0,28,76,55,182
Bedford,18,4,4,0,25,25,52,128
Bedford Workhouse,26,2,1,0,47,0,0,76
Benton,4,5,2,0,12,28,15,66
Bledsoe,0,0,0,0,0,0,0,0
Blount,39,27,0,109,81,82,71,409
Bradley,81,26,33,75,51,51,42,359
Campbell,13,12,0,0,8,54,48,135
Cannon,10,0,0,1,17,14,13,55
Carroll,16,12,0,4,24,14,15,85
Carter,22,21,0,0,106,98,19,266
Cheatham,11,0,8,0,46,24,23,112
Chester,3,3,0,0,3,28,3,40
Claiborne,23,10,0,0,26,15,16,90
Clay,12,0,0,0,5,6,4,27
Cocke,13,23,0,0,36,33,11,116
Coffee,34,22,4,6,68,22,100,256
Crockett,11,2,1,0,11,14,6,45
Cumberland,12,6,0,0,32,22,8,80
Davidson CJC,4,3,66,44,84,371,96,668
Davidson HDC,2,3,60,25,141,278,15,524
Davidson CWC (CDC-M),0,13,109,2,202,209,53,588
Davidson CDC (F),1,114,32,7,103,101,35,393
Davidson CCA,0,1128,0,0,0,0,0,1128
Decatur,0,3,0,3,2,28,2,38
DeKalb,4,13,9,0,44,14,15,99
Dickson,23,3,7,1,87,76,26,223
Dyer,32,35,20,0,48,33,6,174
Fayette,18,4,0,1,10,27,8,68
Fentress,3,6,3,0,4,2,3,21
Franklin,7,14,0,4,25,32,0,82
Gibson,28,23,0,1,63,24,70,209
Giles,6,13,0,0,44,46,31,140
Grainger%Co%Det% Center,42,7,0,0,20,21,6,96
Greene,67,12,0,82,98,62,18,339
Grundy,7,2,0,0,5,15,12,41
Hamblen,19,66,2,2,89,55,32,265
Hamilton Jail,5,2,59,52,39,346,111,614
Hamilton - Silverdale CCA,0,9,40,112,462,0,289,912
Hancock,0,52,36,0,21,7,7,123
Hardeman,8,8,0,0,30,39,17,102
Hardin,2,4,0,0,6,32,5,49
Hawkins,7,0,0,0,26,29,1,63
Haywood,2,14,0,1,38,46,10,111
Henderson,4,1,28,1,3,22,18,77
Henry,8,28,17,0,59,27,20,159
Hickman,0,26,2,0,18,16,7,69
Houston,0,8,0,0,6,7,1,22
Humphreys,4,1,0,0,9,12,15,41
Jackson,17,11,12,1,16,12,13,82
Jefferson,45,34,0,0,30,55,45,209
Johnson,38,11,4,3,10,20,7,93
Knox - KCJ,10,5,2,12,21,130,25,205
Knox - KCDF,9,25,4,89,113,301,259,800
Knox - KJAX,1,2,0,1,26,24,32,86
Knox - KCWRC,0,7,0,0,24,13,14,58
Lake,26,0,0,0,13,0,10,49
Lauderdale,0,60,0,0,17,29,13,119
Lawrence,3,1,0,1,6,3,10,24
Lewis,6,8,0,0,21,6,8,49
Lincoln,18,7,5,0,64,19,19,132
Loudon,2,7,1,14,29,20,22,95
Macon,62,0,0,0,7,23,31,123
Madison,27,7,0,27,43,109,145,358
Madison PF,2,12,0,0,61,5,6,86
Marion,5,0,21,0,25,49,15,115
Marshall,33,3,0,0,29,29,5,99
Maury,26,29,0,0,79,68,32,234
McMinn,50,24,16,0,95,55,4,244
McNairy,0,0,27,3,5,21,16,72
Meigs,19,0,0,0,10,10,14,53
Monroe,67,30,0,0,25,14,8,144
Montgomery,28,16,12,0,74,257,166,553
Montgomery Workhouse,0,7,0,0,81,0,0,88
Moore,10,7,0,0,1,3,6,27
Morgan,17,1,2,0,14,9,14,57
Obion,26,6,5,21,15,19,10,102
Overton,61,5,2,0,32,33,8,141
Perry,3,14,0,0,19,12,11,59
Pickett,0,0,3,0,4,3,3,13
Polk,0,0,18,0,3,20,12,53
Putnam,0,58,0,0,82,65,42,247
Rhea,11,9,0,0,28,16,23,87
Roane,0,0,1,0,28,19,33,81
Robertson,4,11,0,0,84,94,30,223
Rutherford,6,254,34,0,136,191,154,775
Rutherford WH,2,0,0,0,197,1,0,200
Scott,4,11,0,2,3,10,9,39
Sequatchie,38,5,0,0,10,32,15,100
Sevier,32,30,1,0,31,115,77,286
Shelby CJS,7,12,68,78,17,2423,289,2894
Shelby SCCC,0,2545,0,0,420,4,0,2969
Smith,7,5,0,0,14,13,11,50
Stewart,2,2,0,0,6,8,5,23
Sullivan,96,15,0,3,125,326,89,654
Kingsport City,0,0,0,0,0,1,6,7
Sumner,55,100,0,0,158,141,73,527
Tipton,20,0,0,0,28,44,60,152
Trousdale,17,1,0,0,1,5,5,29
Unicoi,8,6,0,1,2,32,8,57
Union,4,0,0,9,3,14,18,48
Van Buren,0,0,0,0,17,5,7,29
Warren,4,12,0,0,119,25,34,194
Washington,115,5,11,34,84,165,47,461
Johnson City (F),101,0,0,0,0,0,0,101
Wayne,4,0,0,0,14,6,13,37
Weakley,18,3,0,0,27,9,18,75
White,19,1,0,1,46,15,3,85
Williamson,84,15,0,1,149,75,27,351
Wilson,31,16,5,0,57,55,62,226
