"CHRISTUS Coushatta Health Care Center","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/720408984_coushattahealthcarecenter_standardcharges.ashx"
"CHRISTUS St. Francis Cabrini Hospital","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/720408984stfrancescabrinihospitalstandardcharges.ashx"
"CHRISTUS Ochsner Lake Area Hospital","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/720411322_ochsnerlakeareahospital_standardcharges.ashx"
"CHRISTUS Ochsner St. Patrick Hospital","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/720411322ochsnerstpatrickhospitalstandardcharges.ashx"
"CHRISTUS Shreveport-Bossier Health System- Highland ","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/720408982_highlandmedicalcentershreveport_standardcharges.ashx"
"CHRISTUS St. Vincent Regional Medical Center","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/850106941stvincentregionalmedicalcenterstandardcharges.ashx"
"The Children's Hospital of San Antonio","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/741109665santarosachildrenshospitalstandardcharges.ashx"
"CHRISTUS Trinity Mother Frances Hospital - Tyler","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/750818167_motherfranceshospitaltyler_standardcharges.ashx"
"CHRISTUS Trinity Mother Frances Hospital - Jacksonville","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/751976930_motherfranceshospitaljacksonville_standardcharges.ashx"
"CHRISTUS Trinity Mother Frances Hospital - Sulphur Springs","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/811708177_motherfranceshospitalsulphursprings_standardcharges.ashx"
"CHRISTUS Trinity Mother Frances Hospital - Winnsboro","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/pricing-transparency-2020/752771569_motherfranceshospitalwinnsboro_standardcharges.ashx"
"CHRISTUS Good Shepherd Medical Center - Longview","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/750974351_goodshepherdmedicalcenterlongview_standardcharges.ashx"
"CHRISTUS Santa Rosa Hospital- Medical Center","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/741109665_santarosahospitalmedicalcenter_standardcharges.ashx"
"CHRISTUS Santa Rosa Hospital- San Marcos","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/741109665_santarosahospitalsanmarcos_standardcharges.ashx"
"CHRISTUS Spohn Hospital- Alice","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/741109836_spohnhospitalalice_standardcharges.ashx"
"CHRISTUS Spohn Hospital- Beeville","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/741109836_spohnhospitalbeeville_standardcharges.ashx"
"CHRISTUS Spohn Hospital Corpus Christi- Shoreline","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/741109836_spohnhospitalcorpuschristishoreline_standardcharges.ashx"
"CHRISTUS Spohn Hospital- Kleberg","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/741109836_spohnhospitalkleberg_standardcharges.ashx"
"CHRISTUS St. Michael Hospital- Texarkana","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/752796815stmichaelhealthsystemtexarkanastandardcharges.ashx"
"CHRISTUS St. Michael Rehabilitiation","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/752796815stmichaelrehabilitationhospitalstandardcharges.ashx"
"CHRISTUS Southeast Texas Jasper Memorial","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/760591590_southeasttexasjaspermemorial_standardcharges.ashx"
"CHRISTUS Southeast Texas St. Elizabeth","https://www.christushealth.org/-/media/patient-resources/pricing-transparency/2022-machine-readable/760591590southeasttexasstelizabethstandardcharges.ashx"
