ccn,name,state,city,homepage,cdm_indirect_url,cdm_url,possible_indirect,found_string
400007,RYDER MEMORIAL HOSPITAL INC,PR,HUMACAO,http://hryder.org/,http://hryder.org/,https://drive.google.com/drive/folders/146vi44tDtDYlEtQeWBVtkcSOi0d4w3-s,,"['cms', 'transparency']"
394033,MONTGOMERY COUNTY EMERGENCY SERVICE,PA,NORRISTOWN,http://mces.org/WordPress/,https://storage.googleapis.com/ihg-dart-edw-mrf-prod-public/ia/2022-11-01_42614_index.json,https://storage.googleapis.com/ihg-dart-edw-mrf-prod-public/ia/2022-11-01_42614_index.json,['https://www.ibxtpa.com/transparency-in-coverage/42614?key=q3yrqdcdPmB7BliZ7WCGWfoj9N5YRfXvHrQF+IbzYfZ/M1AHKExJg/EbCosvXP2vzbQnUAeDGyoUA78FvRfp'],"['cms', 'transparency']"
371306,MERCY HEALTH LOVE COUNTY,OK,MARIETTA,http://mercyhealthlovecounty.com/,,,,"['pricing', 'billing', 'prices']"
194079,"RED RIVER BEHAVIORAL CENTER, LLC",LA,BOSSIER CITY,http://redriverbc.com/,,,,['pricing']
111300,SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER,GA,CUTHBERT,http://southwestgeorgiaregionalmedicalcenter.com/hospital,,,,"['cms', 'transparency']"
321304,UNION COUNTY GENERAL HOSPITAL,NM,CLAYTON,http://ucgh.net/,http://ucgh.net/,https://secure.claraprice.net/price-transparency/5f8e305b25/machine-readable/85-0442957_union%20county%20general%20hospital_standardcharges.json,"['http://ucgh.net/estimated-pricing-information/', 'http://ucgh.net/estimated-pricing-information/']","['price transparency', 'pricing', 'transparency']"
373303,"THE CHILDREN'S CENTER, INC",OK,BETHANY,https://www.bethanychildrens.org/,https://www.bethanychildrens.org/family-resources/program-pricing/,https://www.bethanychildrens.org/wp-content/uploads/2022/02/Price-Transparency-Spreadsheet-Updated-Eff-01_01_2022_BCHC.xlsx,,['cms']
324014,CENTRAL DESERT BEHAVIORAL HEALTH HOSPITAL,NM,ALBUQUERQUE,http://www.centraldesertbh.com/,http://www.centraldesertbh.com/financial.html#PT,http://www.centraldesertbh.com/Docs/272237503_Central-Desert-Behavioral-Health_Hospital_standardcharges.xml,,"['price transparency', 'transparency']"
231304,HELEN NEWBERRY JOY HOSPITAL,MI,NEWBERRY,http://www.hnjh.org/HNJHWebsite/,http://www.hnjh.org/HNJHWebsite/main.aspx?tid=1324,https://www.cdmpricing.com/8036069f80e07bb47612ab79169643cc/standard-charges,,"['pricing', 'billing', 'cms', 'transparency']"
250060,JEFFERSON COUNTY HOSPITAL,MS,FAYETTE,http://www.jeffhospital.com/,http://www.jeffhospital.com/price-transparency/,http://www.jeffhospital.com/wp-content/uploads/2021/01/chargemaster-20210108_compressed.pdf,"['http://www.jeffhospital.com/price-transparency/', 'http://www.jeffhospital.com/price-transparency/']","['price transparency', 'pricing', 'transparency']"
