"Childrens Temple","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/74-1166904_BAYLOR%20SCOTT%20&%20WHITE%20%20MCLANE%20CHILDREN'S%20HOSPITAL_standardcharges.csv"
"Austin","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/81-3040663_BAYLOR%20SCOTT%20&%20WHITE%20%20MEDICAL%20CENTER%20AT%20AUSTIN%20OAK%20HILL_standardcharges.csv"
"Buda","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/81-3040663_BAYLOR%20SCOTT%20&%20WHITE%20%20MEDICAL%20CENTER%20BUDA_standardcharges.csv"
"Brenham","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/74-2519752_BAYLOR%20SCOTT%20&%20WHITE%20%20MEDICAL%20CENTER%20AT%20BRENHAM_standardcharges.csv"
"College Station","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/27-4434451_BAYLOR%20SCOTT%20&%20WHITE%20%20MEDICAL%20CENTER%20AT%20COLLEGE%20STATION_standardcharges.csv"
"Hillcrest","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/74-1161944_HILLCREST%20BAPTIST%20MEDICAL%20CENTER_standardcharges.csv"
"Lakeway","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/20-3749695_BALOR%20SCOTT%20&%20WHITE%20%20MEDICAL%20CENTER%20AT%20LAKEWAY_standardcharges.csv"
"Marble Falls","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/46-4007700_BAYLOR%20SCOTT%20&%20WHITE%20%20MEDICAL%20CENTER%20AT%20MARBLE%20FALLS_standardcharges.csv"
"Pflugerville","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/81-3040663_BAYLOR%20SCOTT%20&%20WHITE%20%20MEDCICAL%20CENTER%20AT%20PFLUGERVILLE_standardcharges.csv"
"Round Rock","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/20-3749695_BAYLOR%20SCOTT%20&%20WHITE%20%20MEDICAL%20CENTER%20AT%20ROUND%20ROCK_standardcharges.csv"
"Taylor","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/74-1595711_BAYLOR%20SCOTT%20&%20WHITE%20%20MEDICAL%20CENTER%20AT%20TAYLOR_standardcharges.csv"
"Temple","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/74-1166904_BAYLOR%20SCOTT%20%26%20WHITE%20%20MEMORIAL%20HOSPITAL%20AT%20TEMPLE_standardcharges.csv"
"Baylor Scott & White Heart and Vascular Hospital","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/75-2834135_BAYLOR%20SCOTT%20&%20WHITE%20HEART%20&%20VASCULAR%20HOSPITAL_standardcharges.csv"
"Baylor Scott & White All Saints Medical Center – Fort Worth","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/75-1008430_BAYLOR%20ALL%20SAINTS%20MEDICAL%20CENTER%20AT%20FORT%20WORTH_standardcharges.csv"
"Centennial","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/82-4052186_BAYLOR%20MEDICAL%20CENTER%20CENTENNIAL_standardcharges.csv"
