cms_certification_num,name,address,city,state,zip5,beds,phone_number,homepage_url,chargemaster_url,last_edited_by_username
171304,ASHLAND HEALTH CENTER,625 SOUTH KENTUCKY,ASHLAND,KS,67831,25,6206352241,https://ashlandhealthcenter.com/,https://ashlandhealthcenter.com/pricing/,captainstabs
171310,CHEYENNE COUNTY HOSPITAL,210 WEST 1ST STREET,ST FRANCIS,KS,67756,16,7853322104,https://www.cheyennecountyhospital.com/,https://apps.para-hcfs.com/PTT/FinalLinks/Cheyenne_V2.aspx,captainstabs
171312,COMANCHE COUNTY HOSPITAL,202 S FRISCO STREET,COLDWATER,KS,67029,14,6205822144,https://www.comanchecountyhospital.com/,https://www.comanchecountyhospital.com/vimages/shared/vnews/stories/60187d4dbaf14/COMANCHE%20COUNTY%20HOSPITAL.pdf,captainstabs
171317,EDWARDS COUNTY HOSPITAL,620 WEST EIGHTH STREET,KINSLEY,KS,67547,12,6206593621,https://edcomed.com/,https://edcomed.com/ECH/Components/SimpleTree/ViewFile.aspx?PCID=k7FkjELE1BarzQ8pxD0PuhLroPZnQocb%2b8aBLtTGYdEotNrM%2b7BOAAwFh405U%2f8kBnhTcIMrnm%2ffxukG%2fRaKIVsS7U%2bgap00,captainstabs
171301,ELLINWOOD DISTRICT HOSPITAL,605 N MAIN STREET,ELLINWOOD,KS,67526,24,6205642548,https://www.ellinwooddistricthospital.org/,https://35feb668-6bc5-48eb-b0b0-511876b1baa0.filesusr.com/ugd/9ecde6_77ab7c3fc79d4694b744d8b9338bb308.xlsx?dn=EDH%20_Charges_12282018.xlsx,captainstabs
171327,ELLSWORTH COUNTY MEDICAL CENTER,1604 AYLWARD AVENUE,ELLSWORTH,KS,67439,20,7854723111,http://www.ewmed.com/,https://apps.para-hcfs.com/PTT/FinalLinks/Ellsworth_V2.aspx,captainstabs
171374,FREDONIA REGIONAL HOSPITAL,1527 MADISON,FREDONIA,KS,66736,32,6203782121,https://frh1.org/,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbFRHFREDONIAKS&type=CDMWithoutLabel,captainstabs
171300,GRISELL MEMORIAL HOSPITAL,210 SOUTH VERMONT AVENUE,RANSOM,KS,67572,12,7857312231,https://grisellmemorialhospital.org/,https://apps.para-hcfs.com/ParaSite_New/TestLinks/Grisell_V2.aspx,captainstabs
281300,HARLAN COUNTY HEALTH SYSTEM,"P O BOX 836, 717 NORTH BROWN ST",ALMA,NE,68920,19,3089282151,https://harlancountyhealth.com/,https://apps.para-hcfs.com/PTT/FinalLinks/Harlan_V2.aspx,captainstabs
171309,JEWELL COUNTY HOSPITAL,100 CRESTVUE AVE,MANKATO,KS,66956,25,7853783137,https://www.jewellcohospital.org/,https://apps.para-hcfs.com/PTT/FinalLinks/Jewell_V3.aspx,captainstabs
171313,KEARNY COUNTY HOSPITAL,500 THORPE STREET,LAKIN,KS,67860,25,6203557111,https://www.kearnycountyhospital.com/,https://www.kearnycountyhospital.com/wp-content/uploads/2020/04/CHARGEMASTER-2020-MRF.csv,
