Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna_W,Aetna_PPO,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna_GPPO,Cigna_PPO,Exchange_-Common_Ground,Exchange_-Molina,Health_EOS_Plus,Health_EOS_PPO,HPS,Humana_WVN,Humana_HPN_HMO,Humana_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA_State_and_Trust,WEA_Broad,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"HARTFORD","CHARGE","10000002","ROOM CHARGE MED SURG","","1,930.00","932.63","1,640.50","884.66","1,118.66","1,640.50","920.68","1,195.24","1,640.50","965.13","1,012.21","1,177.30","1,544.00","972.56","853.22","890.43","1,640.50","1,061.50","1,051.81","1,640.50","825.08","1,028.15","975.97","1,105.23","1,061.50","825.08","1,640.50"
"HARTFORD","CHARGE","10000008","ROOM CHARGE ICU OR CCU","","2,740.00","1,617.48","2,329.00","1,548.76","1,922.85","2,329.00","1,614.15","2,002.32","2,329.00","1,691.04","1,742.93","1,671.40","2,192.00","1,678.62","1,474.62","1,538.42","2,329.00","1,507.00","1,854.07","2,329.00","1,428.16","1,764.90","1,695.66","1,891.24","1,507.00","1,428.16","2,329.00"
"HARTFORD","CHARGE","10000033","ARTHROGRAM SHOULDER INJECT","23350","760.00","187.26","646.00","197.70","275.51","646.00","133.49","456.00","646.00","180.31","226.97","463.60","608.00","323.91","261.90","275.36","646.00","418.00","206.06","646.00","242.74","313.42","262.46","305.43","418.00","133.49","646.00"
"HARTFORD","CHARGE","10000034","ARTHROGRAM ELBOW INJECT","24220","760.00","191.98","646.00","202.31","284.32","646.00","127.83","456.00","646.00","180.50","231.42","463.60","608.00","339.64","279.30","293.59","646.00","418.00","208.01","646.00","254.83","330.60","267.60","311.75","418.00","127.83","646.00"
"HARTFORD","CHARGE","10000035","ARTHROGRAM WRIST INJECT","25246","760.00","189.85","646.00","198.89","278.84","646.00","126.24","456.00","646.00","177.92","228.23","463.60","608.00","332.65","272.92","286.82","646.00","418.00","202.31","646.00","251.03","324.75","270.71","314.72","418.00","126.24","646.00"
"HARTFORD","CHARGE","10000036","ARTHROGRAM HIP INJECT","27093","760.00","168.44","646.00","177.19","248.48","646.00","112.46","456.00","646.00","158.37","202.78","463.60","608.00","296.36","242.59","255.03","646.00","418.00","180.42","646.00","222.93","288.77","236.65","275.41","418.00","112.46","646.00"
"HARTFORD","CHARGE","10000037","ARTHROGRAM KNEE INJECT","27369","880.00","219.78","748.00","230.16","322.78","748.00","146.08","528.00","748.00","205.92","264.13","536.80","704.00","385.09","316.05","332.16","748.00","484.00","234.26","748.00","290.58","375.98","313.41","364.36","484.00","146.08","748.00"
"HARTFORD","CHARGE","10000038","ARTHROGRAM ANKLE INJECT","27648","760.00","344.02","646.00","321.04","425.91","646.00","346.11","454.67","646.00","359.56","372.96","463.60","608.00","423.48","433.31","447.54","646.00","418.00","434.38","646.00","338.06","422.28","379.29","433.64","418.00","321.04","646.00"
"HARTFORD","CHARGE","10000075","HANDLING FEE","99001","20.00","8.63","17.00","8.25","10.59","17.00","8.60","10.88","17.00","9.14","9.13","12.20","16.00","10.19","8.86","9.23","17.00","11.00","9.45","17.00","8.12","10.15","9.54","10.83","11.00","8.12","17.00"
"HARTFORD","CHARGE","10000081","SELECTIVE CATH 2ND ORDER THORACIC","36216","2,300.00","919.22","1,955.00","702.29","923.13","1,955.00","895.50","1,392.27","1,955.00","874.59","914.85","1,403.00","1,840.00","1,072.94","978.09","1,023.92","1,955.00","1,265.00","1,040.34","1,955.00","945.81","1,192.87","971.26","1,114.74","1,265.00","702.29","1,955.00"
"HARTFORD","CHARGE","10000082","SELECTIVE  CATH 3RD ORDER THORACIC","36217","2,300.00","919.22","1,955.00","702.29","923.13","1,955.00","895.50","1,392.27","1,955.00","874.59","914.85","1,403.00","1,840.00","1,072.94","978.09","1,023.92","1,955.00","1,265.00","1,040.34","1,955.00","945.81","1,192.87","971.26","1,114.74","1,265.00","702.29","1,955.00"
"HARTFORD","CHARGE","10000084","SELECTIVE  CATH 2&3 THORARIC ADDL","36218","1,150.00","459.61","977.50","351.14","461.56","977.50","447.75","696.13","977.50","437.29","457.43","701.50","920.00","536.47","489.04","511.96","977.50","632.50","520.17","977.50","472.90","596.43","485.63","557.37","632.50","351.14","977.50"
"HARTFORD","CHARGE","10000085","SELECTIVE CATH 1ST ORDER ABD/PELVIC","36245","2,590.00","1,035.13","2,201.50","790.84","1,039.52","2,201.50","1,008.41","1,567.82","2,201.50","984.86","1,030.20","1,579.90","2,072.00","1,208.23","1,101.41","1,153.03","2,201.50","1,424.50","1,171.51","2,201.50","1,065.06","1,343.27","1,093.72","1,255.30","1,424.50","790.84","2,201.50"
"HARTFORD","CHARGE","10000086","SELECTIVE  CATH 2ND ABD/PELVIC/EXTREM","36246","2,590.00","1,035.13","2,201.50","790.84","1,039.52","2,201.50","1,008.41","1,567.82","2,201.50","984.86","1,030.20","1,579.90","2,072.00","1,208.23","1,101.41","1,153.03","2,201.50","1,424.50","1,171.51","2,201.50","1,065.06","1,343.27","1,093.72","1,255.30","1,424.50","790.84","2,201.50"
"HARTFORD","CHARGE","10000087","SELECTIVE  CATH 3RD ABD/PELVIC/EXTREM","36247","2,590.00","1,035.13","2,201.50","790.84","1,039.52","2,201.50","1,008.41","1,567.82","2,201.50","984.86","1,030.20","1,579.90","2,072.00","1,208.23","1,101.41","1,153.03","2,201.50","1,424.50","1,171.51","2,201.50","1,065.06","1,343.27","1,093.72","1,255.30","1,424.50","790.84","2,201.50"
"HARTFORD","CHARGE","10000088","SELECTIVE  CATH 2&3 ABD/PELVIC/EXTREM/ADDL","36248","1,300.00","519.56","1,105.00","396.94","521.77","1,105.00","506.15","786.93","1,105.00","494.33","517.09","793.00","1,040.00","606.45","552.83","578.74","1,105.00","715.00","588.02","1,105.00","534.59","674.23","548.97","630.07","715.00","396.94","1,105.00"
"HARTFORD","CHARGE","10000089","SCLEROTHERAPY SINGLE VEIN","36470","270.00","207.95","229.50","126.25","172.48","229.50","232.88","270.00","229.50","234.33","249.99","164.70","216.00","270.00","270.00","270.00","229.50","148.50","270.00","229.50","249.80","270.00","266.54","270.00","148.50","126.25","270.00"
"HARTFORD","CHARGE","10000090","SCLEROTHERAPY MULTIPLE VEINS","36471","405.00","272.63","344.25","180.26","246.28","344.25","305.32","405.00","344.25","307.21","327.74","247.05","324.00","373.06","371.77","382.84","344.25","222.75","384.48","344.25","327.49","390.07","349.46","386.54","222.75","180.26","405.00"
