Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna_W,Aetna_PPO,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna_GPPO,Cigna_PPO,Exchange_-Common_Ground,Exchange_-Molina,Health_EOS_Plus,Health_EOS_PPO,HPS,Humana_WVN,Humana_HPN_HMO,Humana_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA_State_and_Trust,WEA_Broad,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"LAKELAND","CHARGE","10000001","ROOM CHARGE MED SURG, REHAB","","2,220.00","1,275.60","1,887.00","1,114.29","1,523.05","1,887.00","1,294.50","1,266.10","1,887.00","1,493.61","1,214.88","1,354.20","1,776.00","1,567.90","1,213.40","1,273.61","1,887.00","1,221.00","1,493.61","1,887.00","1,250.20","1,552.37","1,371.67","1,334.84","1,221.00","1,114.29","1,887.00"
"LAKELAND","CHARGE","10000002","ROOM CHARGE MED SURG","","2,220.00","1,266.07","1,887.00","1,215.22","1,543.40","1,887.00","1,255.49","1,677.94","1,887.00","1,339.35","1,367.81","1,354.20","1,776.00","1,330.83","1,171.90","1,224.87","1,887.00","1,221.00","1,447.28","1,887.00","1,118.77","1,398.92","1,327.48","1,504.32","1,221.00","1,118.77","1,887.00"
"LAKELAND","CHARGE","10000003","ROOM CHARGE WOMEN'S HEALTH","","2,220.00","1,025.55","1,887.00","1,064.95","1,422.85","1,887.00","1,043.40","1,815.48","1,887.00","1,321.09","1,085.57","1,354.20","1,776.00","1,185.09","1,079.17","1,129.99","1,887.00","1,221.00","1,290.53","1,887.00","925.22","1,184.92","1,111.93","1,281.94","1,221.00","925.22","1,887.00"
"LAKELAND","CHARGE","10000004","ROOM CHARGE PEDIATRICS","","2,220.00","1,222.39","1,887.00","1,238.75","1,578.92","1,887.00","1,228.89","1,777.47","1,887.00","1,383.91","1,292.11","1,354.20","1,776.00","1,343.21","1,229.77","1,279.93","1,887.00","1,221.00","1,465.16","1,887.00","1,094.74","1,364.18","1,269.89","1,423.33","1,221.00","1,094.74","1,887.00"
"LAKELAND","CHARGE","10000005","ROOM CHARGE NURSERY LEVEL 1","","1,500.00","1,028.90","1,275.00","1,042.94","1,286.88","1,275.00","1,021.44","1,360.40","1,275.00","1,076.78","1,062.01","915.00","1,200.00","1,103.96","1,037.28","1,070.63","1,275.00","825.00","1,183.62","1,275.00","905.41","1,109.12","995.18","1,099.07","825.00","825.00","1,360.40"
"LAKELAND","CHARGE","10000006","ROOM CHARGE NURSERY LEVEL 2","","1,820.00","1,287.18","1,547.00","1,330.52","1,520.87","1,547.00","1,321.16","1,712.83","1,547.00","1,366.27","1,354.11","1,110.20","1,456.00","1,388.82","1,360.01","1,389.73","1,547.00","1,001.00","1,448.07","1,547.00","965.74","1,218.46","1,287.88","1,384.68","1,001.00","965.74","1,712.83"
"LAKELAND","CHARGE","10000007","ROOM CHARGE NURSERY LEVEL 3","","2,430.00","1,338.02","2,065.50","1,355.93","1,728.28","2,065.50","1,345.13","1,945.61","2,065.50","1,514.83","1,414.34","1,482.30","1,944.00","1,470.27","1,346.10","1,401.00","2,065.50","1,336.50","1,603.76","2,065.50","1,198.29","1,493.22","1,390.01","1,557.97","1,336.50","1,198.29","2,065.50"
"LAKELAND","CHARGE","10000008","ROOM CHARGE ICU OR CCU","","3,800.00","1,451.98","3,230.00","1,709.02","2,186.70","3,230.00","1,508.10","2,302.37","3,230.00","1,602.28","1,651.24","2,318.00","3,040.00","1,588.06","1,629.75","1,698.01","3,230.00","2,090.00","2,075.78","3,230.00","1,315.44","1,661.50","1,567.41","1,796.60","2,090.00","1,315.44","3,230.00"
"LAKELAND","CHARGE","10000009","LACTATION CONSULT EXTENDED","","190.00","94.26","161.50","97.58","124.12","161.50","95.62","147.64","161.50","116.01","99.32","115.90","152.00","106.91","98.79","102.95","161.50","104.50","114.14","161.50","84.17","107.11","101.51","113.71","104.50","84.17","161.50"
"LAKELAND","CHARGE","10000010","LACTATION CONSULT LIMITED","","130.00","62.30","110.50","64.67","85.69","110.50","63.26","109.56","110.50","79.97","65.98","79.30","104.00","71.95","65.51","68.58","110.50","71.50","78.20","110.50","56.21","71.87","67.61","77.56","71.50","56.21","110.50"
"LAKELAND","CHARGE","10000013","PHOTOTHERAPY, PER DAY","","320.00","195.62","272.00","199.68","246.59","272.00","197.37","276.85","272.00","208.48","205.48","195.20","256.00","214.04","206.93","214.26","272.00","176.00","228.64","272.00","160.77","201.51","192.08","213.02","176.00","160.77","276.85"
"LAKELAND","CHARGE","10000016","NURSING L&D PER HOUR","","230.00","96.16","195.50","99.94","135.28","195.50","97.62","179.74","195.50","126.95","102.08","140.30","184.00","112.15","101.35","106.33","195.50","126.50","122.95","195.50","86.50","111.58","105.23","122.12","126.50","86.50","195.50"
"LAKELAND","CHARGE","10000019","BREAST ASPIRATE CYST EA ADDL","19001","335.00","142.18","284.75","139.79","185.64","284.75","146.79","229.97","284.75","146.32","155.61","204.35","268.00","166.73","158.75","166.47","284.75","184.25","174.96","284.75","144.26","183.51","163.47","188.98","184.25","139.79","284.75"
"LAKELAND","CHARGE","10000033","ARTHROGRAM SHOULDER INJECT","23350","760.00","159.48","646.00","167.40","235.80","646.00","105.35","456.00","646.00","149.34","192.21","463.60","608.00","282.21","233.85","245.81","646.00","418.00","173.72","646.00","212.01","275.08","222.91","259.71","418.00","105.35","646.00"
"LAKELAND","CHARGE","10000034","ARTHROGRAM ELBOW INJECT","24220","760.00","374.29","646.00","377.93","489.96","646.00","377.89","490.47","646.00","400.76","414.58","463.60","608.00","473.12","452.02","466.60","646.00","418.00","455.48","646.00","367.01","460.46","414.93","473.64","418.00","367.01","646.00"
"LAKELAND","CHARGE","10000035","ARTHROGRAM WRIST INJECT","25246","760.00","374.29","646.00","377.93","489.96","646.00","377.89","490.47","646.00","400.76","414.58","463.60","608.00","473.12","452.02","466.60","646.00","418.00","455.48","646.00","367.01","460.46","414.93","473.64","418.00","367.01","646.00"
"LAKELAND","CHARGE","10000036","ARTHROGRAM HIP INJECT","27093","760.00","162.03","646.00","169.40","237.44","646.00","107.67","456.00","646.00","151.64","194.56","463.60","608.00","283.10","232.18","244.00","646.00","418.00","171.86","646.00","213.98","276.62","224.58","261.42","418.00","107.67","646.00"
"LAKELAND","CHARGE","10000037","ARTHROGRAM KNEE INJECT","27369","880.00","185.77","748.00","194.13","273.06","748.00","122.54","528.00","748.00","173.45","223.39","536.80","704.00","326.48","270.25","284.06","748.00","484.00","200.07","748.00","246.27","318.96","259.07","301.66","484.00","122.54","748.00"
"LAKELAND","CHARGE","10000038","ARTHROGRAM ANKLE INJECT","27648","760.00","374.29","646.00","377.93","489.96","646.00","377.89","490.47","646.00","400.76","414.58","463.60","608.00","473.12","452.02","466.60","646.00","418.00","455.48","646.00","367.01","460.46","414.93","473.64","418.00","367.01","646.00"
