Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna_W,Aetna_PPO,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna_GPPO,Cigna_PPO,Exchange_-Common_Ground,Exchange_-Molina,Health_EOS_Plus,Health_EOS_PPO,HPS,Humana_WVN,Humana_HPN_HMO,Humana_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA_State_and_Trust,WEA_Broad,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"WEST ALLIS","CHARGE","10000002","ROOM CHARGE MED SURG","","2,770.00","1,218.14","2,354.50","1,288.66","1,628.13","2,354.50","1,217.31","1,896.84","2,354.50","1,375.43","1,318.39","1,689.70","2,216.00","1,634.96","1,512.23","1,573.99","2,354.50","1,523.50","1,588.12","2,354.50","1,127.56","1,402.17","1,313.54","1,472.77","1,523.50","1,127.56","2,354.50"
"WEST ALLIS","CHARGE","10000003","ROOM CHARGE WOMEN'S HEALTH","","2,770.00","1,137.88","2,354.50","1,182.49","1,592.03","2,354.50","1,155.87","2,268.58","2,354.50","1,443.46","1,198.78","1,689.70","2,216.00","1,313.17","1,200.32","1,258.53","2,354.50","1,523.50","1,422.19","2,354.50","1,022.73","1,314.37","1,224.37","1,422.85","1,523.50","1,022.73","2,354.50"
"WEST ALLIS","CHARGE","10000004","ROOM CHARGE PEDIATRICS","","2,770.00","1,368.98","2,354.50","1,428.48","1,884.17","2,354.50","1,431.75","2,076.83","2,354.50","1,622.02","1,514.94","1,689.70","2,216.00","1,686.23","1,658.52","1,731.84","2,354.50","1,523.50","1,815.17","2,354.50","1,181.35","1,483.88","1,446.62","1,657.83","1,523.50","1,181.35","2,354.50"
"WEST ALLIS","CHARGE","10000008","ROOM CHARGE ICU OR CCU","","5,560.00","2,496.90","4,726.00","2,696.45","3,338.51","4,726.00","2,506.38","3,723.74","4,726.00","2,963.30","2,661.76","3,391.60","4,448.00","3,402.63","3,190.16","3,316.35","4,726.00","3,058.00","3,409.96","4,726.00","2,533.79","3,087.69","2,567.37","2,765.70","3,058.00","2,496.90","4,726.00"
"WEST ALLIS","CHARGE","10000009","LACTATION CONSULT EXTENDED","","190.00","120.83","161.50","123.94","152.14","161.50","123.14","175.16","161.50","130.47","128.37","115.90","152.00","133.47","128.82","132.63","161.50","104.50","142.35","161.50","99.36","123.26","119.67","133.15","104.50","99.36","175.16"
"WEST ALLIS","CHARGE","10000010","LACTATION CONSULT LIMITED","","130.00","75.32","110.50","77.48","100.35","110.50","77.41","118.87","110.50","83.79","81.36","79.30","104.00","85.66","83.20","86.51","110.50","71.50","93.60","110.50","62.40","78.79","75.18","85.64","71.50","62.40","118.87"
"WEST ALLIS","CHARGE","10000013","PHOTOTHERAPY, PER DAY","","320.00","175.25","272.00","182.34","242.42","272.00","190.89","228.93","272.00","205.83","201.83","195.20","256.00","213.15","224.05","233.87","272.00","176.00","239.51","272.00","137.55","171.89","183.24","211.72","176.00","137.55","272.00"
"WEST ALLIS","CHARGE","10000016","NURSING L&D PER HOUR","","470.00","146.91","399.50","152.83","207.80","399.50","148.58","342.28","399.50","192.36","155.57","286.70","376.00","171.96","155.85","163.52","399.50","258.50","187.17","399.50","131.62","169.71","160.36","186.76","258.50","131.62","399.50"
"WEST ALLIS","CHARGE","10000019","BREAST ASPIRATE CYST EA ADDL","19001","335.00","118.19","284.75","113.52","150.29","284.75","122.02","199.87","284.75","118.27","125.13","204.35","268.00","154.03","145.76","152.52","284.75","184.25","146.28","284.75","122.69","153.36","133.87","153.40","184.25","113.52","284.75"
"WEST ALLIS","CHARGE","10000033","ARTHROGRAM SHOULDER INJECT","23350","760.00","153.86","646.00","161.68","227.27","646.00","101.70","456.00","646.00","144.58","179.41","463.60","608.00","275.77","221.78","233.10","646.00","418.00","170.26","646.00","201.70","262.14","210.70","245.89","418.00","101.70","646.00"
