Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna_W,Aetna_PPO,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna_GPPO,Cigna_PPO,Exchange_-Common_Ground,Exchange_-Molina,Health_EOS_Plus,Health_EOS_PPO,HPS,Humana_WVN,Humana_HPN_HMO,Humana_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA_State_and_Trust,WEA_Broad,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"KENOSHA","CHARGE","10000002","ROOM CHARGE MED SURG","","1,710.00","855.69","1,453.50","821.77","1,037.67","1,453.50","850.87","1,101.48","1,453.50","896.72","928.84","1,043.10","1,368.00","894.24","788.64","822.76","1,453.50","940.50","997.44","1,453.50","762.13","946.25","914.27","1,013.52","940.50","762.13","1,453.50"
"KENOSHA","CHARGE","10000003","ROOM CHARGE WOMEN'S HEALTH","","1,710.00","782.34","1,453.50","810.51","1,090.54","1,453.50","796.66","1,403.78","1,453.50","998.17","826.45","1,043.10","1,368.00","900.75","819.80","859.10","1,453.50","940.50","981.27","1,453.50","706.97","904.57","843.02","976.31","940.50","706.97","1,453.50"
"KENOSHA","CHARGE","10000004","ROOM CHARGE PEDIATRICS","","1,710.00","1,177.34","1,453.50","1,160.37","1,318.85","1,453.50","1,174.64","1,415.31","1,453.50","1,213.55","1,214.21","1,043.10","1,368.00","1,221.89","1,139.44","1,172.29","1,453.50","940.50","1,270.20","1,453.50","1,023.54","1,207.04","1,185.50","1,246.45","940.50","940.50","1,453.50"
"KENOSHA","CHARGE","10000005","ROOM CHARGE NURSERY LEVEL 1","","1,500.00","1,002.54","1,275.00","1,020.95","1,250.07","1,275.00","1,004.18","1,303.10","1,275.00","1,059.20","1,044.82","915.00","1,200.00","1,085.17","1,029.42","1,060.66","1,275.00","825.00","1,156.98","1,275.00","831.07","1,041.72","977.21","1,080.53","825.00","825.00","1,303.10"
"KENOSHA","CHARGE","10000006","ROOM CHARGE NURSERY LEVEL 2","","1,820.00","1,724.51","1,547.00","1,744.89","1,820.00","1,547.00","1,783.05","1,778.63","1,547.00","1,820.00","1,817.69","1,110.20","1,456.00","1,820.00","1,820.00","1,820.00","1,547.00","1,001.00","1,820.00","1,547.00","1,547.85","1,726.51","1,759.45","1,820.00","1,001.00","1,001.00","1,820.00"
"KENOSHA","CHARGE","10000007","ROOM CHARGE NURSERY LEVEL 3","","2,430.00","2,253.71","2,065.50","2,274.02","2,352.80","2,065.50","2,283.44","2,380.26","2,065.50","2,307.27","2,301.39","1,482.30","1,944.00","2,316.09","2,324.63","2,334.89","2,065.50","1,336.50","2,332.80","2,065.50","1,971.15","2,214.28","2,270.77","2,314.70","1,336.50","1,336.50","2,380.26"
"KENOSHA","CHARGE","10000008","ROOM CHARGE ICU OR CCU","","2,500.00","1,282.80","2,125.00","1,280.47","1,632.72","2,125.00","1,305.13","1,719.17","2,125.00","1,376.89","1,420.71","1,525.00","2,000.00","1,365.49","1,219.25","1,271.96","2,125.00","1,375.00","1,566.79","2,125.00","1,151.16","1,435.08","1,364.20","1,549.32","1,375.00","1,151.16","2,125.00"
"KENOSHA","CHARGE","10000009","LACTATION CONSULT EXTENDED","","190.00","81.73","161.50","84.75","114.48","161.50","83.27","155.05","161.50","103.99","86.20","115.90","152.00","94.05","85.77","89.86","161.50","104.50","102.48","161.50","74.06","94.60","87.66","101.69","104.50","74.06","161.50"
"KENOSHA","CHARGE","10000010","LACTATION CONSULT LIMITED","","130.00","61.43","110.50","63.74","85.28","110.50","62.74","108.34","110.50","77.54","64.88","79.30","104.00","70.73","64.75","67.82","110.50","71.50","76.80","110.50","54.98","70.49","65.90","76.25","71.50","54.98","110.50"
"KENOSHA","CHARGE","10000013","PHOTOTHERAPY, PER DAY","","320.00","231.44","272.00","237.38","273.91","272.00","237.78","295.68","272.00","248.40","245.53","195.20","256.00","253.72","253.15","257.60","272.00","176.00","262.19","272.00","182.74","219.67","232.43","252.72","176.00","176.00","295.68"
