-9844095.0453,5230976.1334,1,170330000017,ALDEN-HEBRON HIGH SCHOOL,9604 ILLINOIS ST,HEBRON,IL,60034,9618.0,(815) 648-2442,1,1,123,MCHENRY,17111,USA,42.465566095,-88.431010375,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=170330000017,2009/10/13 00:00:00,IMAGERY/OTHER,2010/08/27 00:00:00,"https://www.alden-hebron.org/",HIGH,112,09,12,1703300,11,nan
-9580425.8697,4792069.2056,3,180369000584,NORTHWOOD ELEMENTARY SCHOOL,965 GRIZZLY CUB DR,FRANKLIN,IN,46131,1364.0,(317) 346-8900,1,1,503,JOHNSON,18081,USA,39.489752551,-86.0624298709999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=180369000584,2009/10/13 00:00:00,IMAGERY/OTHER,2010/08/02 00:00:00,"https://www.franklinschools.org/nwes",ELEMENTARY,478,PK,04,1803690,25,nan
-12432580.2285,3924830.5989,5,40187003483,DR. CAMILLE CASTEEL HIGH SCHOOL,24901 S. POWER RD.,QUEEN CREEK,AZ,85142,nan,(480) 424-8100,1,1,2409,MARICOPA,4013,USA,33.222170136,-111.683768403,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040187003483,2018/10/23 00:00:00,IMAGERY/OTHER,2018/10/24 00:00:00,"https://www.cusd80.com/casteelhigh",HIGH,2294,07,12,401870,115,nan
-12435059.8462,3929308.1221,6,40378003490,BRIDGES ELEMENTARY SCHOOL,5205 S. SOBOBA ST,GILBERT,AZ,85298,nan,(480) 279-7000,1,1,743,MARICOPA,4013,USA,33.2558117040001,-111.706043188,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040378003490,2018/10/23 00:00:00,IMAGERY/OTHER,2018/10/24 00:00:00,"https://www.husd.org/bridges",ELEMENTARY,708,KG,06,403780,35,nan
-12407477.2667,4426920.5747,8,40582003492,MANSON MESA HIGH SCHOOL,500 SOUTH NAVAJO,PAGE,AZ,86040,nan,(928) 608-4100,1,1,41,COCONINO,4005,USA,36.9125226350001,-111.45826466,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040582003492,2018/10/23 00:00:00,IMAGERY/OTHER,2018/10/24 00:00:00,"https://mmhs.pageud.org/",HIGH,39,09,12,405820,2,nan
-12423216.5734,3938352.1114,9,40681003477,GATEWAY POLYTECHNIC ACADEMY,5149 S. SIGNAL BUTTE RD.,MESA,AZ,85212,nan,(480) 987-5935,1,1,936,MARICOPA,4013,USA,33.3237236090001,-111.599653258,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040681003477,2018/10/23 00:00:00,IMAGERY/OTHER,2018/10/24 00:00:00,"https://gpa.qcusd.org/",ELEMENTARY,888,PK,08,406810,48,nan
-12745889.2671,5251315.7852,35,160324001076,ROCK CREEK ELEMENTARY,850 FEDERATION ROAD,TWIN FALLS,ID,83301,4339.0,(208) 732-7565,1,1,630,TWIN FALLS,16083,USA,42.6002061780001,-114.498271383,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=160324001076,2018/10/23 00:00:00,IMAGERY/OTHER,2018/10/26 00:00:00,"https://rc.tfsd.org/",ELEMENTARY,603,KG,05,1603240,27,nan
-9896926.5228,4600351.1471,38,170141906371,SPRING GARDEN MIDDLE SCHOOL,PO BOX 129,INA,IL,62846,129.0,(618) 437-5361,1,1,99,JEFFERSON,17081,USA,38.1479770350001,-88.9056036119999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=170141906371,2018/10/23 00:00:00,IMAGERY/OTHER,2018/10/26 00:00:00,"https://www.springgardenhawks.org/",MIDDLE,92,05,08,1701419,7,nan
-9606536.0292,5114199.6541,40,180016102583,SUCCESS ACADEMY PRIMARY SCHOOL,3408 ARDMORE TRAIL,SOUTH BEND,IN,46628,nan,(574) 299-9800,1,1,682,ST. JOSEPH,18141,USA,41.686942236,-86.296981425,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=180016102583,2018/10/23 00:00:00,IMAGERY/OTHER,2018/10/26 00:00:00,"https://successacademysb.com/",ELEMENTARY,644,KG,05,1800161,38,nan
-9737204.2239,4485421.9049,41,210286002425,HOPKINS CO CAREER & TECHNOLOGY CENTER,1775 PATRIOT DRIVE,MADISONVILLE,KY,42431,nan,(270) 825-8998,3,1,6,HOPKINS,21107,USA,37.331550082,-87.470793789,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=210286002425,2018/10/23 00:00:00,IMAGERY/OTHER,2020/04/07 00:00:00,"https://www.hopkins.kyschools.us/Domain/392",NOT APPLICABLE,-999,N,N,2102860,6,nan
