code_hash,billing_code_type_version,billing_code,billing_code_type
3416525932413290668,2022,0022U,CPT
3416525932413290668,2022,0022U,CPT
14335462930940083252,2022,0023U,CPT
3416525932413290668,2022,0022U,CPT
14335462930940083252,2022,0023U,CPT
14335462930940083252,2022,0023U,CPT
12781080428320993476,2022,36415,CPT
13583829356278782187,2022,36416,CPT
12781080428320993476,2022,36415,CPT
13583829356278782187,2022,36416,CPT
17344670103970845616,2022,0097U,CPT
17344670103970845616,2022,0097U,CPT
17344670103970845616,2022,0097U,CPT
8120358973798226294,2022,0241U,CPT
8120358973798226294,2022,0241U,CPT
8120358973798226294,2022,0241U,CPT
17139466890202014750,2022,80047,CPT
17028857764665131966,2022,80048,CPT
13037449009355748012,2022,80050,CPT
14946827360905199000,2022,80051,CPT
5293760864209275345,2022,80053,CPT
14873814304717718166,2022,80055,CPT
7364151035888960903,2022,80061,CPT
6455932179755451161,2022,80069,CPT
290088026098259675,2022,80074,CPT
12830940971431475670,2022,80076,CPT
6655275960125440055,2022,80081,CPT
9815002924609164294,2022,80143,CPT
12660115203896260052,2022,80145,CPT
17291796430111527155,2022,80150,CPT
10440889684386957604,2022,80151,CPT
6160997614364054403,2022,80155,CPT
16971283788673335018,2022,80156,CPT
12502788570811137109,2022,80157,CPT
16289468641709988688,2022,80158,CPT
17139466890202014750,2022,80047,CPT
17569448902860092306,2022,80159,CPT
17028857764665131966,2022,80048,CPT
4781802254634516541,2022,80161,CPT
13037449009355748012,2022,80050,CPT
16921427130626052232,2022,80162,CPT
14946827360905199000,2022,80051,CPT
1923213130868615213,2022,80164,CPT
5293760864209275345,2022,80053,CPT
11764042260325101113,2022,80165,CPT
14873814304717718166,2022,80055,CPT
7364151035888960903,2022,80061,CPT
9008288626945340129,2022,80167,CPT
6455932179755451161,2022,80069,CPT
4900980041378702022,2022,80168,CPT
4769068122483594690,2022,80169,CPT
290088026098259675,2022,80074,CPT
6426690072315213390,2022,80170,CPT
12830940971431475670,2022,80076,CPT
6655275960125440055,2022,80081,CPT
16954310185140072805,2022,80171,CPT
1758904869794306135,2022,80173,CPT
9815002924609164294,2022,80143,CPT
10227533674195027267,2022,80175,CPT
12660115203896260052,2022,80145,CPT
4566111737223308075,2022,80176,CPT
17291796430111527155,2022,80150,CPT
1343474398922378811,2022,80177,CPT
10440889684386957604,2022,80151,CPT
10094484025499600536,2022,80178,CPT
6160997614364054403,2022,80155,CPT
11694077139600158996,2022,80179,CPT
16971283788673335018,2022,80156,CPT
9449875062397848897,2022,80180,CPT
12502788570811137109,2022,80157,CPT
6371987523624483441,2022,80181,CPT
16289468641709988688,2022,80158,CPT
5399508658057861644,2022,80183,CPT
17569448902860092306,2022,80159,CPT
2357942641651258258,2022,80184,CPT
4781802254634516541,2022,80161,CPT
6094588042915399328,2022,80185,CPT
16921427130626052232,2022,80162,CPT
9571566859629182208,2022,80186,CPT
1923213130868615213,2022,80164,CPT
16454940578315282535,2022,80187,CPT
11764042260325101113,2022,80165,CPT
12258856319247015298,2022,80188,CPT
9008288626945340129,2022,80167,CPT
888943555248696271,2022,80189,CPT
4900980041378702022,2022,80168,CPT
10529471693356336186,2022,80192,CPT
4769068122483594690,2022,80169,CPT
17371444874883455946,2022,80193,CPT
6426690072315213390,2022,80170,CPT
3566228048564232558,2022,80194,CPT
16954310185140072805,2022,80171,CPT
1188663139944968877,2022,80195,CPT
1758904869794306135,2022,80173,CPT
6419773776217775359,2022,80197,CPT
10227533674195027267,2022,80175,CPT
611358942843295293,2022,80198,CPT
4566111737223308075,2022,80176,CPT
5210831142153755055,2022,80199,CPT
1343474398922378811,2022,80177,CPT
14436427540005731549,2022,80200,CPT
10094484025499600536,2022,80178,CPT
8070176483226422880,2022,80201,CPT
11694077139600158996,2022,80179,CPT
16499572903388429356,2022,80202,CPT
9449875062397848897,2022,80180,CPT
13678816227206292771,2022,80203,CPT
6371987523624483441,2022,80181,CPT
13117821889826262142,2022,80204,CPT
5399508658057861644,2022,80183,CPT
9684897632690669748,2022,80210,CPT
2357942641651258258,2022,80184,CPT
6321476115744054504,2022,80220,CPT
6094588042915399328,2022,80185,CPT
5878209978775746310,2022,80235,CPT
9571566859629182208,2022,80186,CPT
16454940578315282535,2022,80187,CPT
3320694519701232733,2022,80285,CPT
12258856319247015298,2022,80188,CPT
14506315881552695092,2022,80299,CPT
888943555248696271,2022,80189,CPT
13685750438098329729,2022,80307,CPT
10529471693356336186,2022,80192,CPT
12173380766682284627,2022,80320,CPT
17371444874883455946,2022,80193,CPT
16245278976277614588,2022,80323,CPT
3566228048564232558,2022,80194,CPT
79635515323016868,2022,80324,CPT
1188663139944968877,2022,80195,CPT
4806622688925560915,2022,80327,CPT
18132835045667779933,2022,80329,CPT
6419773776217775359,2022,80197,CPT
611358942843295293,2022,80198,CPT
16438758312880274841,2022,80332,CPT
5210831142153755055,2022,80199,CPT
14507780331461903694,2022,80335,CPT
14436427540005731549,2022,80200,CPT
14721868535187500410,2022,80339,CPT
8524221437455134514,2022,80342,CPT
8070176483226422880,2022,80201,CPT
16499572903388429356,2022,80202,CPT
9005043891561469736,2022,80345,CPT
13678816227206292771,2022,80203,CPT
7714766748346010926,2022,80346,CPT
13117821889826262142,2022,80204,CPT
3635066078484488102,2022,80349,CPT
8089844302063815591,2022,80350,CPT
9684897632690669748,2022,80210,CPT
3200270361820817936,2022,80353,CPT
6321476115744054504,2022,80220,CPT
1329630439411798608,2022,80354,CPT
5878209978775746310,2022,80235,CPT
11580121147183101541,2022,80355,CPT
3320694519701232733,2022,80285,CPT
3737291634015067980,2022,80356,CPT
14506315881552695092,2022,80299,CPT
1152779275700233591,2022,80357,CPT
13685750438098329729,2022,80307,CPT
13136000097805830018,2022,80358,CPT
1325559836515663539,2022,80359,CPT
12173380766682284627,2022,80320,CPT
3871718872029494990,2022,80360,CPT
16245278976277614588,2022,80323,CPT
79635515323016868,2022,80324,CPT
3657199450017122325,2022,80361,CPT
4806622688925560915,2022,80327,CPT
1232311322085968486,2022,80362,CPT
17702266536691130198,2022,80365,CPT
18132835045667779933,2022,80329,CPT
16438758312880274841,2022,80332,CPT
15400068113371894266,2022,80366,CPT
14507780331461903694,2022,80335,CPT
8506618734319951138,2022,80367,CPT
14721868535187500410,2022,80339,CPT
7295473758607580676,2022,80368,CPT
10260776466046405549,2022,80369,CPT
8524221437455134514,2022,80342,CPT
9005043891561469736,2022,80345,CPT
16961604898669319685,2022,80371,CPT
7714766748346010926,2022,80346,CPT
11880084565844352704,2022,80372,CPT
5516782889524509595,2022,80373,CPT
3635066078484488102,2022,80349,CPT
9288164547135747471,2022,80374,CPT
8089844302063815591,2022,80350,CPT
3200270361820817936,2022,80353,CPT
2398820418672799191,2022,80375,CPT
1329630439411798608,2022,80354,CPT
17876377568267298076,2022,80377,CPT
11580121147183101541,2022,80355,CPT
3737291634015067980,2022,80356,CPT
1152779275700233591,2022,80357,CPT
13136000097805830018,2022,80358,CPT
1983654747645977391,2022,80503,CPT
1325559836515663539,2022,80359,CPT
1114733029757434140,2022,81001,CPT
3871718872029494990,2022,80360,CPT
17644247142201143304,2022,81002,CPT
3657199450017122325,2022,80361,CPT
5372871423591926448,2022,81003,CPT
1232311322085968486,2022,80362,CPT
17933458264704539055,2022,81005,CPT
17702266536691130198,2022,80365,CPT
7425907295745187314,2022,81015,CPT
15400068113371894266,2022,80366,CPT
15771691849718713576,2022,81025,CPT
8506618734319951138,2022,80367,CPT
7295473758607580676,2022,80368,CPT
10286274139373376519,2022,81050,CPT
16415698277190686199,2022,81105,CPT
10260776466046405549,2022,80369,CPT
16961604898669319685,2022,80371,CPT
4446932186978765644,2022,81120,CPT
11880084565844352704,2022,80372,CPT
7060819916124848938,2022,81121,CPT
5516782889524509595,2022,80373,CPT
8699959755251716915,2022,81162,CPT
9288164547135747471,2022,80374,CPT
13832416053271226051,2022,81164,CPT
2398820418672799191,2022,80375,CPT
17876377568267298076,2022,80377,CPT
1085906804944121375,2022,81170,CPT
18390085634045396475,2022,81177,CPT
4141071856024191189,2022,81178,CPT
1983654747645977391,2022,80503,CPT
4040858574453012022,2022,81179,CPT
1720003152779211660,2022,81180,CPT
1114733029757434140,2022,81001,CPT
1358852478683650752,2022,81181,CPT
17644247142201143304,2022,81002,CPT
3509637569895567916,2022,81182,CPT
5372871423591926448,2022,81003,CPT
10472940342222545450,2022,81183,CPT
17933458264704539055,2022,81005,CPT
10888846461111115556,2022,81184,CPT
7425907295745187314,2022,81015,CPT
13655246878931456968,2022,81185,CPT
15771691849718713576,2022,81025,CPT
10286274139373376519,2022,81050,CPT
8602666894633820539,2022,81200,CPT
16415698277190686199,2022,81105,CPT
15039800854957409261,2022,81201,CPT
9164119813105575382,2022,81202,CPT
4446932186978765644,2022,81120,CPT
2329841849830800475,2022,81203,CPT
7060819916124848938,2022,81121,CPT
12784876198190978324,2022,81205,CPT
8699959755251716915,2022,81162,CPT
18208672670434675451,2022,81206,CPT
13832416053271226051,2022,81164,CPT
6009077313959733264,2022,81207,CPT
1085906804944121375,2022,81170,CPT
477497038932645585,2022,81209,CPT
8655248424938980878,2022,81210,CPT
18390085634045396475,2022,81177,CPT
12248254741773036394,2022,81212,CPT
4141071856024191189,2022,81178,CPT
10927441361825890005,2022,81215,CPT
4040858574453012022,2022,81179,CPT
8612863844839224810,2022,81217,CPT
1720003152779211660,2022,81180,CPT
17728517438718457127,2022,81218,CPT
1358852478683650752,2022,81181,CPT
8861204418037216227,2022,81219,CPT
3509637569895567916,2022,81182,CPT
16305202758649345726,2022,81220,CPT
10472940342222545450,2022,81183,CPT
9592438788735001727,2022,81221,CPT
10888846461111115556,2022,81184,CPT
18352731098480314593,2022,81222,CPT
13655246878931456968,2022,81185,CPT
9267693208316218990,2022,81223,CPT
4069995294133514054,2022,81224,CPT
8602666894633820539,2022,81200,CPT
17810079490232619195,2022,81225,CPT
15039800854957409261,2022,81201,CPT
11574137433713787331,2022,81226,CPT
9164119813105575382,2022,81202,CPT
17299814402517723481,2022,81227,CPT
2329841849830800475,2022,81203,CPT
3525351145269756423,2022,81229,CPT
12784876198190978324,2022,81205,CPT
10341566662356098248,2022,81230,CPT
18208672670434675451,2022,81206,CPT
9812727217811770604,2022,81231,CPT
6009077313959733264,2022,81207,CPT
3853979219256581254,2022,81232,CPT
477497038932645585,2022,81209,CPT
13712824863074018681,2022,81234,CPT
8655248424938980878,2022,81210,CPT
5277290780513081245,2022,81235,CPT
12248254741773036394,2022,81212,CPT
5750143339149082906,2022,81240,CPT
10927441361825890005,2022,81215,CPT
13522745292085239869,2022,81241,CPT
8612863844839224810,2022,81217,CPT
7030266804039817730,2022,81242,CPT
17728517438718457127,2022,81218,CPT
14408208822713155086,2022,81243,CPT
8861204418037216227,2022,81219,CPT
3639454661039052093,2022,81244,CPT
16305202758649345726,2022,81220,CPT
2424522184593063227,2022,81245,CPT
9592438788735001727,2022,81221,CPT
9853740262403073956,2022,81246,CPT
18352731098480314593,2022,81222,CPT
2018934491035482523,2022,81247,CPT
9267693208316218990,2022,81223,CPT
11184652156320549978,2022,81250,CPT
4069995294133514054,2022,81224,CPT
15401153441648460261,2022,81251,CPT
17810079490232619195,2022,81225,CPT
13441168748849363896,2022,81252,CPT
11574137433713787331,2022,81226,CPT
17299814402517723481,2022,81227,CPT
5533708471216696106,2022,81254,CPT
3428724367474557086,2022,81255,CPT
3525351145269756423,2022,81229,CPT
10880814086255750671,2022,81256,CPT
10341566662356098248,2022,81230,CPT
18197808829907095474,2022,81257,CPT
9812727217811770604,2022,81231,CPT
72835633497397520,2022,81259,CPT
3853979219256581254,2022,81232,CPT
9771217017737810529,2022,81260,CPT
13712824863074018681,2022,81234,CPT
423012646807633932,2022,81261,CPT
5277290780513081245,2022,81235,CPT
14909827706375949141,2022,81263,CPT
5750143339149082906,2022,81240,CPT
16950438985251170216,2022,81264,CPT
13522745292085239869,2022,81241,CPT
6767333971608039510,2022,81265,CPT
7030266804039817730,2022,81242,CPT
14417382332749302340,2022,81269,CPT
14408208822713155086,2022,81243,CPT
4435392213760263127,2022,81270,CPT
3639454661039052093,2022,81244,CPT
17873522488987038627,2022,81271,CPT
2424522184593063227,2022,81245,CPT
9853740262403073956,2022,81246,CPT
10557574932091693553,2022,81272,CPT
2018934491035482523,2022,81247,CPT

17131509780657845155,2022,81275,CPT
11184652156320549978,2022,81250,CPT
9978927826454278865,2022,81276,CPT
15401153441648460261,2022,81251,CPT
7141858146701377067,2022,81277,CPT
13441168748849363896,2022,81252,CPT
9161528587246328333,2022,81278,CPT
5533708471216696106,2022,81254,CPT
510436083480070292,2022,81279,CPT
3428724367474557086,2022,81255,CPT
14968223739859942942,2022,81283,CPT
10880814086255750671,2022,81256,CPT
13500886970921941479,2022,81284,CPT
18197808829907095474,2022,81257,CPT
6969792080884390892,2022,81286,CPT
72835633497397520,2022,81259,CPT
5475154487231106035,2022,81290,CPT
9771217017737810529,2022,81260,CPT
14352875675173482846,2022,81291,CPT
423012646807633932,2022,81261,CPT
16458792356607542671,2022,81292,CPT
14909827706375949141,2022,81263,CPT
9489022648328192956,2022,81293,CPT
16950438985251170216,2022,81264,CPT
7748459239684253753,2022,81294,CPT
6767333971608039510,2022,81265,CPT
15399170991875034764,2022,81295,CPT
14417382332749302340,2022,81269,CPT
2574721319147331273,2022,81296,CPT
4435392213760263127,2022,81270,CPT
17550050597348793739,2022,81297,CPT
17873522488987038627,2022,81271,CPT
12267569561523488539,2022,81298,CPT
10557574932091693553,2022,81272,CPT
917125537938712286,2022,81299,CPT
17611843203701805139,2022,81273,CPT
10440798556365379040,2022,81300,CPT
12682237578004449165,2022,81301,CPT
17131509780657845155,2022,81275,CPT
18416192437391027101,2022,81302,CPT
9978927826454278865,2022,81276,CPT
7141858146701377067,2022,81277,CPT
5101496631016938010,2022,81304,CPT
2777859936022593698,2022,81305,CPT
9161528587246328333,2022,81278,CPT
13321373303452813233,2022,81306,CPT
510436083480070292,2022,81279,CPT
7322723049069154721,2022,81307,CPT
14968223739859942942,2022,81283,CPT
13500886970921941479,2022,81284,CPT
6794236511367141742,2022,81310,CPT
6969792080884390892,2022,81286,CPT
1638723018233207385,2022,81311,CPT
5475154487231106035,2022,81290,CPT
15103117389655845031,2022,81313,CPT
16030402607344749965,2022,81314,CPT
14352875675173482846,2022,81291,CPT
98285394615527277,2022,81315,CPT
16458792356607542671,2022,81292,CPT
9489022648328192956,2022,81293,CPT
6500249273243746542,2022,81317,CPT
7748459239684253753,2022,81294,CPT
13572185037183666167,2022,81318,CPT
8218644100109221437,2022,81319,CPT
15399170991875034764,2022,81295,CPT
2574721319147331273,2022,81296,CPT
5127931189416340784,2022,81321,CPT
17550050597348793739,2022,81297,CPT
6388189333174094848,2022,81323,CPT
12267569561523488539,2022,81298,CPT
12939283928051675990,2022,81324,CPT
917125537938712286,2022,81299,CPT
2523786428698586832,2022,81325,CPT
10440798556365379040,2022,81300,CPT
2522264265073521162,2022,81327,CPT
12682237578004449165,2022,81301,CPT
14543413405932322350,2022,81328,CPT
18416192437391027101,2022,81302,CPT
11092350877157745113,2022,81329,CPT
5101496631016938010,2022,81304,CPT
8573223024664061601,2022,81330,CPT
2777859936022593698,2022,81305,CPT
10168040227033090771,2022,81331,CPT
13321373303452813233,2022,81306,CPT
2683023506501328538,2022,81332,CPT
7322723049069154721,2022,81307,CPT
11110655315697478274,2022,81335,CPT
6794236511367141742,2022,81310,CPT
5055549981173295677,2022,81339,CPT
1638723018233207385,2022,81311,CPT
1276666501948500491,2022,81340,CPT
15103117389655845031,2022,81313,CPT
3630056270846235586,2022,81342,CPT
16030402607344749965,2022,81314,CPT
17037727279051664351,2022,81343,CPT
98285394615527277,2022,81315,CPT
1755451915164338749,2022,81344,CPT
6500249273243746542,2022,81317,CPT
13572185037183666167,2022,81318,CPT
10527379296427134782,2022,81350,CPT
8218644100109221437,2022,81319,CPT
17471040332212923491,2022,81351,CPT
5127931189416340784,2022,81321,CPT
11131872135397499875,2022,81352,CPT
16919493538938002462,2022,81353,CPT
6388189333174094848,2022,81323,CPT
16449703567734868935,2022,81355,CPT
12939283928051675990,2022,81324,CPT
2523786428698586832,2022,81325,CPT
252520354378707751,2022,81361,CPT
2522264265073521162,2022,81327,CPT
7934219247283866750,2022,81363,CPT
2397681585501441932,2022,81364,CPT
14543413405932322350,2022,81328,CPT
7860141245489994714,2022,81372,CPT
11092350877157745113,2022,81329,CPT
8573223024664061601,2022,81330,CPT
3602018473235479824,2022,81373,CPT
10168040227033090771,2022,81331,CPT
11730094841530511434,2022,81374,CPT
2704714220795818375,2022,81375,CPT
2683023506501328538,2022,81332,CPT
7225612937370869268,2022,81376,CPT
11110655315697478274,2022,81335,CPT
5413316111245681087,2022,81379,CPT
5055549981173295677,2022,81339,CPT
3675873603632550352,2022,81380,CPT
1276666501948500491,2022,81340,CPT
10938916377279451413,2022,81381,CPT
3630056270846235586,2022,81342,CPT
18346590827004335052,2022,81382,CPT
17037727279051664351,2022,81343,CPT
4139397795411262688,2022,81400,CPT
1755451915164338749,2022,81344,CPT
1471604252066253357,2022,81401,CPT
10527379296427134782,2022,81350,CPT
2104544175360814159,2022,81402,CPT
17471040332212923491,2022,81351,CPT
4776028953597082219,2022,81403,CPT
1398202435034690908,2022,81404,CPT
11131872135397499875,2022,81352,CPT
16919493538938002462,2022,81353,CPT
4149856601294577933,2022,81405,CPT
16449703567734868935,2022,81355,CPT
14121561514615954105,2022,81406,CPT
519320019860724365,2022,81407,CPT
252520354378707751,2022,81361,CPT
4467584123456603619,2022,81408,CPT
7934219247283866750,2022,81363,CPT
2397681585501441932,2022,81364,CPT
3084957502548128670,2022,81412,CPT
2804257549504279255,2022,81415,CPT
7860141245489994714,2022,81372,CPT
12306564959552958522,2022,81416,CPT
3602018473235479824,2022,81373,CPT
5288680824208823694,2022,81417,CPT
11730094841530511434,2022,81374,CPT
2704714220795818375,2022,81375,CPT
15418228440259823822,2022,81420,CPT
7225612937370869268,2022,81376,CPT
4275851170163314378,2022,81432,CPT
