url,size
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Freeport-McMoRan_CSP-954-T170_in-network-rates.json.gz,1001
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_UMR--Inc-_Third-Party-Administrator_QUADMED-WASHINGTON-COUNTY_LOUISIANA-STATEWIDE-GAPFILL_-WC_NX2P_in-network-rates.json.gz,1008543234
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_Optimum-Choice-Inc--_Insurer_Amwell-Provider-Network_AWNETWORK_in-network-rates.json.gz,1011
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Creighton-University_CSP-905-C871_in-network-rates.json.gz,1017216
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_UnitedHealthcare-Insurance-Company-of-New-York_Third-Party-Administrator_Empire_CSP-477-A351_in-network-rates.json.gz,1021141
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Memorial-Sloan-Kettering--MSK-_GSP-970-C926_in-network-rates.json.gz,1023
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_UnitedHealthcare-Insurance-Company-of-New-York_Third-Party-Administrator_Empire_CSP-902-A351_in-network-rates.json.gz,1030417
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_UnitedHealthcare-Insurance-Company_Insurer_Amwell-Provider-Network_AWNETWORK_in-network-rates.json.gz,1033
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-Healthcare-Insurance-Company_Insurer_Amwell-Provider-Network_AWNETWORK_in-network-rates.json.gz,1034
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Caring-Place-Health-Care-Group_CSP-912-T141_in-network-rates.json.gz,1036
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_UMR--Inc-_Third-Party-Administrator_DEXTER-APACHE-DIRECT-CONTRACT-DCI_PHCS-PPO_-DAH_7L_in-network-rates.json.gz,1071
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_State-of-Arizona_CSP-979-C980_in-network-rates.json.gz,1073
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Caterpillar_CSP-911-T129_in-network-rates.json.gz,1097759
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_UMR--Inc-_Third-Party-Administrator_AMERICAN-WELL-DCI---POMCO_COUNTY-OF-STANISLAUS---PPO_-AW_ASNT_in-network-rates.json.gz,11130
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_City-of-Baytown-Altus_CSP-930-C395_in-network-rates.json.gz,111694
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_NYU-School-of-Medicine_CSP-902-C012_in-network-rates.json.gz,1134589
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_NYU-Langone-Health-System_CSP-902-C012_in-network-rates.json.gz,1134592
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_UnitedHealthcare-Insurance-Company-of-New-York_Third-Party-Administrator_Empire-MPN_CSP-1-A350_in-network-rates.json.gz,115777
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Waupaca-Foundry--Inc_CSP-906-T160_in-network-rates.json.gz,11685
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_City-of-Round-Rock_CSP-916-T172_in-network-rates.json.gz,11685
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Empower-Retirement_CSP-980-C522_in-network-rates.json.gz,11696
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Apple_CSP-911-C207_in-network-rates.json.gz,11704
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Lower-Colorado-River-Authority_CSP-910-C939_in-network-rates.json.gz,11706
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_PNC-Financial-Services_CSP-912-C480_in-network-rates.json.gz,11717
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_UnitedHealthcare-Insurance-Company_Insurer_Eaton-Corporation_CSP-912-C872_in-network-rates.json.gz,11725
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_General-Dynamics-aka-Electric-Boat_CSP-904-C870_in-network-rates.json.gz,11742
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Eaton-Corporation_CSP-912-C872_in-network-rates.json.gz,11753
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_UnitedHealthcare-Insurance-Company-of-New-York_Third-Party-Administrator_Empire_CSP-822-A351_in-network-rates.json.gz,1175915
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_University-of-Missouri---Columbia_GSP-913-C497_in-network-rates.json.gz,1182504
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Dimensional-Investments-_CSP-914-C747_in-network-rates.json.gz,11832
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_University-of-Missouri---Columbia_GSP-915-C508_in-network-rates.json.gz,1187110
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_UnitedHealthcare-Plan-of-the-River-Valley--Inc-_Insurer_Heritage-POS_672_in-network-rates.json.gz,120617772
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_UnitedHealthcare-Insurance-Company-of-the-River-Valley_Insurer_Heritage-POS_672_in-network-rates.json.gz,120617781
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_UMR--Inc-_Third-Party-Administrator_QUADMED-WASHINGTON-COUNTY_RHODE-ISLAND-COASTAL-ACO-GAP-FILL_-WC_NX2K_in-network-rates.json.gz,1217515866
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_UMR--Inc-_Third-Party-Administrator_QUADMED-WASHINGTON-COUNTY_TEXAS-WELLMED-GAP-FILL_-WC_NX2N_in-network-rates.json.gz,1229252477
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_UMR--Inc-_Third-Party-Administrator_QUADMED-WASHINGTON-COUNTY_TEXAS-MEMORIAL-HERMANN-GAP-FILL_-WC_NX2L_in-network-rates.json.gz,1248429797
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Corning_CSP-982-C995_in-network-rates.json.gz,1256
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_Alcatel-Lucent-USA--Inc--_GSP-913-T015_in-network-rates.json.gz,1268
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_United-HealthCare-Services--Inc-_Third-Party-Administrator_US-Airways-Group_CSP-962-C574_in-network-rates.json.gz,12711
https://uhc-tic-mrf.azureedge.net/public-mrf/2023-03-01/2023-03-01_UMR--Inc-_Third-Party-Administrator_QUADMED-WASHINGTON-COUNTY_TEXAS-SETON-GAP-FILL_-WC_NX2M_in-network-rates.json.gz,1283192427
