id,name,agency_type,state_iso,city,zip,county_fips,lat,lng,date_insert,data_policy,country,homepage_url
399cf5b0f7f449f7913f6c1586318154,Bibb County School Police,3,GA,,,,,,2021-05-27 07:28:44,,US,"https://www.bcsdk12.net/departments/operations/campus_police"
39a596353fde417097b1f2be5279b623,Greensboro Police Department,4,GA,Greensboro,30642,13133,33.57305908203125,-83.17520141601562,2021-05-27 18:51:51,,US,"https://www.greensboro-nc.gov/departments/police"
39a71f05116b4729a97d405a1452f267,Indiana University Northwest Police Department (Gary),5,IN,,,,,,2021-05-27 07:28:46,,US,"https://www.iun.edu/police/index.htm"
39adf96eba96444684a1f969db5a7b9f,Cambridge Police Department,4,OH,Cambridge,02141,25017,42.367271423339844,-71.0861587524414,2021-05-27 18:51:55,,US,"https://www.cambridgema.gov/cpd"
39b4a5a79f5648829a2d16dc6c6f3768,Dickson City Borough Police Department,4,PA,Peckville,18452,42069,41.479305267333984,-75.59736633300781,2021-05-27 18:51:58,,US,"https://www.dicksoncityborough.org/"
39bb5f56d3a44514b91c9e69b8214ab3,Fitchburg Police Department,4,WI,Madison,53711,55025,43.00239562988281,-89.42442321777344,2021-05-27 18:51:59,,US,"http://fitchburgpolice.com/"
39c05ce1f931488e9756a2051bc21960,Mill Creek Police Department,4,PA,Erie,16506,42049,42.08213424682617,-80.15548706054688,2021-05-27 18:52:01,,US,"https://www.cityofmillcreek.com/city_government/police_department"
39c381db972c48e7b6b7df0cbfe7615c,Pleasant Hill Police Department,4,MO,Pleasant Hill,06408,29037,38.78486251831055,-94.27278900146484,2021-05-27 18:52:03,,US,"https://www.ci.pleasant-hill.ca.us/298/Police"
39c55a4abb0644d6bd4f19adf907d916,Upper Macungie Township Police Department,4,PA,Breinigsville,18031,42077,40.56504821777344,-75.62956237792969,2021-05-27 18:52:05,,US,"https://www.uppermac.org/police/"
39c9e79ee7494d17abb76599e8b81f95,Camden County Police Department,3,NJ,Camden,08103,34007,39.943660736083984,-75.1162338256836,2021-05-27 18:52:06,,US,"https://camdencountypd.org/"
39ca0af329444412945067db7ec5003b,Bloomfield Police Department,4,NJ,Bloomfield,07003,34013,40.79190444946289,-74.19522094726562,2021-05-27 18:52:08,,US,"https://www.bloomfieldnjpd.com/"
39e06371e0c84429bdf80f633ddce329,Bangor Police Department,4,MI,Bangor,49013,26159,42.31364822387695,-86.11407470703125,2021-05-27 18:52:10,,US,"https://www.bangormaine.gov/police"
39e9ac73287a403f834a7b6672792f13,King George County Sheriff's Office,3,VA,King George,22485,51099,38.253662109375,-77.16201782226562,2021-05-27 18:53:11,,US,"https://www.king-george.va.us/300/Sheriffs-Office"
39ec129f7ebc46ad93dae921788d9e86,Chester Police Department,4,WV,Chester,26034,54029,40.613609313964844,-80.5590591430664,2021-05-27 18:53:13,,US,"https://www.chestercity.com/departments/department-of-public-affairs/chester-police-department/"
39f0b37b693b486486d4c1bbbe03432a,Pine-Marshall-Bradfordwoods Joint Police Department,4,PA,Wexford,01509,,,,2021-05-27 18:53:13,,US,"https://www.nrpolice.com/2149/Pine-Marshall-Bradford-Woods"
39f54a85eaa64525851ecb0511e6ff75,Coralville Police Department,4,IA,Coralville,52241,19103,41.677833557128906,-91.58341979980469,2021-05-27 18:53:15,,US,"https://www.coralville.org/77/Police"
39fa04a6c8c0477794ad0a9564f0fbaf,Cedar County Sheriff's Office,3,IA,Tipton,52772,19031,41.76211166381836,-91.12250518798828,2021-05-27 18:53:17,,US,"http://www.cedarcountymo.gov/sheriff"
3a021828a4f540349cbec4f5fb256bb7,Weston Police Department,4,WV,Weston,26452,54041,39.03935623168945,-80.46833038330078,2021-05-27 18:53:19,,US,"https://www.weston.org/929/Police-Department"
3a034b9798d8423a85bedba9f7abe501,Roseboro Police Department,4,NC,Roseboro,28382,37163,34.95188522338867,-78.51061248779297,2021-05-27 18:53:21,,US,"https://www.roseboronc.com/publicsafety"
3a0b7cb519094c958bd1881cf0268949,San Joaquin County Sheriff's Department,3,CA,French Camp,95231,06077,37.88547897338867,-121.29634094238281,2021-05-27 18:53:23,,US,"https://www.sjsheriff.org/"
3a1833d88d2b486ab7a0fc4dd0a0b813,Patchogue Public Safety Department,4,NY,,,,,,2021-05-27 07:29:03,,US,"http://www.patchoguevillage.org/departments/public-safety"
3a1b9fd064a748488c451651e368d489,Prairie County Sheriff's Office,3,AR,Des Arc,07204,05117,34.97759246826172,-91.49436950683594,2021-05-27 18:53:25,,US,"https://www.prairiecountysheriff.org/"
3a2291730fae4c988db1abdb2830ce10,Elkhart Police Department,4,IN,Elkhart,46516,18039,41.68425750732422,-85.96919250488281,2021-05-27 18:53:27,,US,"https://elkhartpolice.org/"
3a270d1206dc4599a41bce0b7e64c4a6,Wewoka Police Department,4,OK,Wewoka,74884,40133,35.155418395996094,-96.49247741699219,2021-05-27 18:53:30,,US,"https://www.police1.com/law-enforcement-directory/police-departments/wewoka-police-department-wewoka-ok-ef4db0d9c0b62f4d/"
3a2ab33d2972447c89a85d1b18ffd06d,Normandy Park Police Department,4,WA,Seattle,98166,53033,47.445587158203125,-122.34553527832031,2021-05-27 18:53:31,,US,"https://normandyparkwa.gov/police-services/"
3a2c2dc736104c4caa23e773c03c8810,Cleveland County Sheriff's Office,3,OK,Norman,73069,40027,35.22075271606445,-97.44173431396484,2021-05-27 18:53:33,,US,"https://www.sheriffclevelandcounty.com/"
3a2e26243855451d84435ddee9f5b559,Montgomery County Sheriff's Office,3,KS,Independence,67301,20125,37.22353744506836,-95.70342254638672,2021-05-27 18:53:34,,US,"https://www.mctxsheriff.org/"
3a331fdae5d24228aea4b24212c4e0dc,Bloomsburg University Police Department,5,PA,Bloomsburg,17815,42037,41.00909423828125,-76.44490814208984,2021-05-27 18:53:35,,US,"https://intranet.bloomu.edu/police"
3a36f70de50a4638b2ee96c6a44f81cf,Northfield Police Department,4,IL,Winnetka,60093,17031,42.10093307495117,-87.76995086669922,2021-05-27 18:53:37,,US,"https://www.ci.northfield.mn.us/263/Police-Department"
3a36fb5004084bdd908b46642b4c4305,Sharpsville Police Department,4,IN,Sharpsville,01615,42085,41.262699127197266,-80.47506713867188,2021-05-27 18:53:38,,US,"https://www.police1.com/law-enforcement-directory/police-departments/sharpsville-police-department-sharpsville-PA-PcdhUffoCbis4MpO/"
3a3ef47e047446819cf1b7270640674f,Elon University Campus Police – Elon,5,NC,,,,,,2021-05-27 07:29:16,,US,"https://www.elon.edu/u/bft/police/"
3a3f2c4188dc4747a7be54289ed8955e,Shelburne Police Department,4,VT,Shelburne,05482,50007,44.37850570678711,-73.22892761230469,2021-05-27 18:53:42,,US,"https://www.shelburnevt.org/163/Police"
3a443d79b0e14f4eb2c0aa8f39b24386,Grangeville Police Department,4,ID,Grangeville,08353,16049,45.92728042602539,-116.12090301513672,2021-05-27 18:53:42,,US,"http://grangeville.us/city-police-home/"
3a4dc41435014d71b99a8efd7ac1d9d7,Epps Police Department,4,LA,Epps,71237,22123,32.603065490722656,-91.4781494140625,2021-05-27 18:53:44,,US,"https://www.claimspages.com/tools/police-departments/louisiana/west-carroll/epps-police-dept/318-926-5224/"
3a4f93906c4d45b683a316a77e58cb54,Olla Police Department,4,LA,Olla,71465,22059,31.90316390991211,-92.24114227294922,2021-05-27 18:53:46,,US,"https://www.police1.com/law-enforcement-directory/police-departments/olla-police-department-olla-la-443952bb47237500/"
3a57bb0b9d4b472987083a9d0eb17bb3,Eastlake Police Department,4,OH,Eastlake,44095,39085,41.662437438964844,-81.4375991821289,2021-05-27 18:53:48,,US,"https://www.eastlakepd.org/"
3a58f384e50b457a84853d67b3674a88,Defense Logistics Agency Police,4,DC,,,,,,2021-05-27 07:29:22,,US,"https://www.dla.mil/HQ/InstallationSupport/DoingBusinesswithInstallationSupport/DLAPolice/"
3a5d8c80b3344753b65f3d6616125955,Lamar County Sheriff's Office,3,AL,Vernon,35592,01075,33.75749588012695,-88.10816955566406,2021-05-27 18:53:52,,US,"https://www.lamarcountysheriff.com/"
3a5ea4d182284bfeb7b07b0fbb0d0e60,Lanesville Police Department,4,IN,Lanesville,47136,18061,38.23701477050781,-85.98580169677734,2021-05-27 18:53:54,,US,"https://www.police1.com/law-enforcement-directory/police-departments/lanesville-police-department-lanesville-IN-DqeoHfEp53bfegLj/"
3a67fb5189c0488f889a9c773c984e21,Scranton Police Department,4,PA,Scranton,18503,42069,41.405914306640625,-75.6667709350586,2021-05-27 18:53:55,,US,"https://scrantonpa.gov/your-government/police-department/"
3a6fd44b110646d684f68261a6d30493,Clay City Police Department,4,IN,Clay City,40312,21197,37.86125946044922,-83.92290496826172,2021-05-27 18:53:58,,US,"https://powellcounty.ky.gov/department/Pages/clay-city-police.aspx"
3a70fd8adf374d7886c58628613c9301,Harding Township Police Department,4,NJ,Morristown,00796,34027,40.7476692199707,-74.49295043945312,2021-05-27 18:53:59,,US,"https://www.hardingpd.org/"
3a735169fbf44bf881cf099c00386087,Hays Police Department,4,KS,Hays,67601,20051,38.87337875366211,-99.33075714111328,2021-05-27 18:54:0  0,,US,"https://www.haysusa.com/369/Police"
3a759aed08c04b0d991096050bb4de19,Limestone Police Department,4,ME,Limestone,00475,23003,46.90605926513672,-67.82633972167969,2021-05-27 18:54:02,,US,"http://www.limestonemaine.org/limestone-pd/police/"
3a7ac31bf1154aa582b7679200448349,Spring Lake Police Department,4,MI,Spring Lake,49456,26139,43.07642364501953,-86.19691467285156,2021-05-27 18:54:04,,US,"https://www.spring-lake.org/slpd/"
3a7f7c4f08bc40b092f12633aa47f5e2,Houston Police Department,4,TX,Houston,77033,48201,29.65762710571289,-95.31681823730469,2021-05-27 18:54:07,,US,"https://www.houstontx.gov/police/"
3a81df61c89846039e411315e468e18b,Eleanor Police Department,4,WV,Eleanor,02507,54079,38.535133361816406,-81.92742919921875,2021-05-27 18:54:09,,US,"https://eleanorwv.com/police/"
3a82104ccccb415d992283e9fede8005,Prairie Village Police Department,4,KS,Prairie Village,66208,20091,38.988887786865234,-94.63172912597656,2021-05-27 18:54:25,,US,"https://www.pvkansas.com/departments/police-deparment"
3a8749cd61db4fb59d6f873b02df5b67,Madison Township Police,4,OH,Groveport,43125,39049,39.878509521484375,-82.88300323486328,2021-05-27 18:54:27,,US,"https://www.madisontownship.net/police"
3a8999198f9c4c9ebb36c1abdfd5ebb3,Albion Police Department,4,NY,Albion,14411,36073,43.24810028076172,-78.19232177734375,2021-05-27 18:54:29,,US,"http://www.cityofalbionmi.gov/departments/public_safety/"
3a8eb9b229f14b71afdc8d9ada0be10f,Osceola County Sheriff's Office,3,IA,Sibley,51249,19143,43.40239334106445,-95.74952697753906,2021-05-27 18:54:30,,US,"https://www.osceolasheriff.org/"
3a90bf02afa14a3a9bb704faa72733d4,Division of Field Investigation,4,NY,,,,,,2021-04-16 15:17:31,,US,"https://dmv.ny.gov/registration/contact-division-field-investigation-auto-theft-salvage-unit"
3a963094bc51415f9214f2fe6b012faa,Rolla Police Department,4,MO,Rolla,65401,29161,37.95208740234375,-91.7712631225586,2021-05-27 18:54:33,,US,"https://www.rollacity.org/pd-contacts.shtml"
3a98be4376474368abd766bb10ad7825,Schoolcraft County Sheriff's Office,3,MI,Manistique,49854,26153,45.95743942260742,-86.24369812011719,2021-05-27 18:54:34,,US,"https://www.schoolcraftcounty.net/departments_1.php?go=Sheriff"
3a9d9b1d35b642b5809a88ad32d4de5f,Baileyville Police Department,4,ME,Baileyville,04694,23029,45.154354095458984,-67.40876007080078,2021-05-27 18:54:36,,US,"https://www.claimspages.com/tools/police-departments/maine/washington/baileyville-police-dept/207-427-6203/"
3a9edf772a6846a69b3ed8ad58d105ed,Oregon Department of Transportation Motor Carrier Enforcement,4,OR,,,,,,2021-04-16 15:17:31,,US,"https://www.oregon.gov/odot/MCT/"
3aa008464bd2405488a09974b577ba5d,Office of Agricultural Law Enforcement,4,FL,Tallahassee,32301,12073,30.429471969604492,-84.24588012695312,2021-05-27 18:54:39,,US,"https://www.fdacs.gov/Divisions-Offices/Agricultural-Law-Enforcement"
3aa02a60cd854e54a33757afb1f78c2d,Cerro Gordo County Sheriff's Office,3,IA,Allison,50602,19023,42.75607681274414,-92.79508972167969,2021-05-27 18:54:41,,US,"https://www.cgcounty.org/departments/sheriff"
3aa5a25d8c704eadaa0b4b86f169aa50,Hawaii Department of Human Services Investigations Division,4,HI,,,,,,2021-04-16 15:17:31,,US,"https://humanservices.hawaii.gov/"
3ab8b93a9a4b40df944610baa6d7d81a,Bristol Police Department,4,VT,Bristol,05443,50001,44.13785934448242,-73.08548736572266,2021-05-27 18:54:45,,US,"http://www.ci.bristol.ct.us/200/Police-Department"
3abbd56ccb714d6490993ffc23b316f6,Dewey Police Department,4,OK,Dewey,74029,40147,36.79927444458008,-95.93647003173828,2021-05-27 18:55:07,,US,"http://police.deweytown.us/"
3abc4a723d874bc5a12f6afeb270e2ee,Memorial Hospital of South Bend Police Department,4,IN,South Bend,46601,18141,41.66537857055664,-86.25846099853516,2021-05-27 18:55:09,,US,"https://www.beaconhealthsystem.org/news/2019/08/21/memorial-police-department-receives-special-honor-celebrates-anniversary/"
3abdaec994e24c6aa5ff557d509c9990,Dobbs Ferry Police Department,4,NY,Dobbs Ferry,10522,36119,41.01506805419922,-73.87483215332031,2021-05-27 18:55:11,,US,"https://www.dobbsferry.com/police-department"
3abdfb12ccc047888407ed587dc75c8c,Miller County Sheriff's Office,3,MO,Tuscumbia,65082,29131,38.24061584472656,-92.46244049072266,2021-05-27 18:55:13,,US,"https://millercountyar.com/sheriff/"
3abfdcf389f645eea808b5046ebc3a62,Winneshiek County Sheriff's Office,3,IA,Decorah,52101,19191,43.3062744140625,-91.78929901123047,2021-05-27 18:55:15,,US,"https://winneshiekcounty.iowa.gov/departments/sheriff"
3acc0546d5c6417fb9bcd16e8a11649e,Baxter County Sheriff's Office,3,AR,Mountain Home,72653,05005,36.333465576171875,-92.38668060302734,2021-05-27 18:55:16,,US,"https://www.baxtercountysheriff.com/"
3ad40f546c2e46fab0c3b479eea9a1c8,Edina Police Department,4,MN,Minneapolis,55424,27053,44.91104507446289,-93.34757232666016,2021-05-27 18:55:18,,US,"https://www.edinamn.gov/274/Police"
3adbf1b9139945e58076885a61d5554e,Tiburon Police Department,4,CA,Belvedere Tiburon,09492,06041,37.88188934326172,-122.46652221679688,2021-05-27 18:55:19,,US,"http://www.townoftiburon.org/159/Police"
3ade8e7fbddf4b4984430bf5acf3a07e,Adams County Sheriff's Office,3,CO,Brighton,80601,08001,39.99317932128906,-104.79838562011719,2021-05-27 18:55:21,,US,"https://www.adamssheriff.org/"
3ae70048d05d4256bbf4b096b145ca3b,University of North Carolina at Pembroke Police and Public Safety Department – Pembroke,5,NC,,,,,,2021-05-27 07:30:01,,US,"https://www.uncp.edu/campus-life/police-and-public-safety"
3ae8bacf6bf04b1d87b307ad970ee328,Altamonte Springs Police Department,4,FL,Altamonte Springs,32701,12117,28.664196014404297,-81.35932159423828,2021-05-27 18:55:24,,US,"https://www.altamonte.org/421/Police-Department"
3aee128107e647c1bd9bbd97e1970e2c,Rolesville Police Department,4,NC,Rolesville,27571,37183,35.91697311401367,-78.46957397460938,2021-05-27 18:55:25,,US,"https://www.rolesvillenc.gov/police"
3af2bdbe19334104978d6ec9d6ffb9bc,Pittsburg Police Department,4,KS,Pittsburg,66762,20037,37.4098014831543,-94.7066879272461,2021-05-27 18:55:26,,US,"http://www.ci.pittsburg.ca.us/index.aspx?page=272"
3af5a0d86dec4efda6783092c2132d08,University of Arkansas at Morrilton Police Department,5,AR,Fayetteville,72701,,,,2021-05-27 18:55:27,,US,"https://www.usacops.com/ar/p72110ua/index.html"
3af65fb3a05e4d67975db9c981e6d041,Cle Elum Roslyn South Cle Elum Police Department,4,WA,Cle Elum,98922,53037,47.19861602783203,-120.95692443847656,2021-05-27 18:55:31,,US,"http://cityofcleelum.com/city-services/police/"
3af67e6a1f044d4e90dd647d384e559a,Lafourche Basin Levee District Police Department,4,LA,,,,,,2021-04-16 15:17:31,,US,"https://wwwcfprd.doa.louisiana.gov/boardsandcommissions/viewBoard.cfm?board=144"
3afb80edf5f548a29ed676e0a52a9bfa,SEPTA Transit Police,4,PA,Philadelphia,19107,,,,2021-05-27 18:55:33,,US,"http://www4.septa.org/police/index.html"
3afd9865c55f4dd6aa2e075d28c820a9,Indiana State Police Commercial Vehicle Enforcement,2,IN,,,,,,2021-04-16 15:17:31,,US,"https://www.in.gov/isp/2500.htm"
3b058817339b43df9cd74f9c9a6b5ac0,Norwood Police Department,4,NC,Norwood,28128,37167,35.22534942626953,-80.12078094482422,2021-05-27 19:06:27,,US,"http://www.norwoodpolice.org/"
3b0e4c0b0f674aea8957bfc13d951235,Bexar County Constable Precinct 4,3,TX,San Antonio,78222,48029,29.393556594848633,-98.39019775390625,2021-05-27 19:06:29,,US,"https://www.bexar.org/2271/Constable-Precinct-4"
3b108422f8b448d48bde70bd1cf96779,Ingram Borough Police Department,4,PA,Pittsburgh,15205,42003,40.445831298828125,-80.06685638427734,2021-05-27 19:06:31,,US,"https://www.ingramborough.org/police-department"
3b2054fd953f4a3caa0db3a3218de82e,Hanna Police Department,4,WY,Hanna,82327,56007,41.86555099487305,-106.562744140625,2021-05-27 19:06:33,,US,"https://www.rcmp-grc.gc.ca/detach/en/d/458"
3b268dec9361417b9024caf3ff4cc4e0,Sussex County Prosecutor's Office,3,NJ,Newton,00786,34037,41.05868911743164,-74.75413513183594,2021-05-27 19:06:35,,US,"https://www.sussex.nj.us/cn/webpage.cfm?tpid=858"
3b3a1885e1074fdfa318314121631779,Hatch Police Department,4,NM,Hatch,87937,35013,32.67081069946289,-107.16436004638672,2021-05-27 19:06:36,,US,"https://www.villageofhatch.org/departments/police"
3b3a24a8ccf544ff847cb1eea6088027,Clendenin Police Department,4,WV,Clendenin,25045,54039,38.489139556884766,-81.34671020507812,2021-05-27 19:06:38,,US,"https://www.claimspages.com/tools/police-departments/west-virginia/kanawha/clendenin-police-dept/304-548-4192/"
3b3a4ab6343540e8bab6442a81157f5c,Brewster County Sheriff's Office,3,TX,Alpine,07983,48043,30.358619689941406,-103.66365051269531,2021-05-27 19:06:40,,US,"http://www.brewstercountytx.com/offices/brewster-county-offices/sheriff/"
3b3b874bce874e20b83831e2ec788a51,Bay Village Police Department,4,OH,Bay Village,04414,39035,41.485877990722656,-81.93000030517578,2021-05-27 19:06:42,,US,"https://www.cityofbayvillage.com/161/Police-Department"
3b41308e74fb473a97d101eeb45003be,Holland Police Department,4,IN,Holland,49423,26139,42.7904167175293,-86.11107635498047,2021-05-27 18:55:36,,US,"https://www.cityofholland.com/311/Police-Operations"
3b5a40f5d8be4c2189a598f0df4ce86d,Syracuse Police Department,4,UT,Syracuse,13224,36067,43.05158615112305,-76.1131820678711,2021-05-27 18:55:38,,US,"https://www.syracusepolice.org/"
3b5c41f29dcb43859b5a239ebf8202c2,Decatur Police Department,4,MI,Decatur,49045,26159,42.109336853027344,-85.97460174560547,2021-05-27 18:55:42,,US,"https://www.decaturga.com/police"
3b5dec28691847aaa0516df25715bbd1,Santa Ana Unified School District Police Department,5,CA,,,,,,2021-04-16 15:17:31,,US,"https://www.sausd.us/Page/72"
3b5e55a3a2e24556a326c5ab7ce90612,Hart Police Department,4,MI,Hart,04942,26127,43.698768615722656,-86.3643569946289,2021-05-27 18:55:47,,US,"https://www.odmp.org/officer/604-police-officer-wyley-hart-shepherd-sr"
3b603a60d9e649239e427bce627d2907,Brownsville Independent School District Police,5,TX,Brownsville,78521,48061,25.93515968322754,-97.4828109741211,2021-05-27 18:55:48,,US,"http://www.tcole.texas.gov/content/brownsville-isd-police-department"
3b627e6b0cfb49a1b4e5887ea4c02d26,Mount Carmel Police Department,4,IN,Mount Carmel,37645,47073,36.545902252197266,-82.65580749511719,2021-05-27 18:55:50,,US,"http://www.mountcarmelborough.org/police-department"
3b65351539734e9db2c5eef2035a6391,Belzoni Police Department,4,MS,Belzoni,39038,28053,33.18006896972656,-90.48907470703125,2021-05-27 18:55:52,,US,"https://www.claimspages.com/tools/police-departments/mississippi/humphreys/belzoni-police-dept/662-247-2181/"
